last-generated=2022-10-04
statistics-initialization=
{
  "linear": "0, 0, 0, 0",
  "nonlinear": "0, 0, 0, 0",
  "numerical Jacobians": "0"
}
statistics-simulation=
{
  "linear": "0, 0, 0, 0, 0, 0, 0, 0, 0, 0",
  "nonlinear": "0, 0, 0, 0",
  "number of continuous time states": "30",
  "numerical Jacobians": "0"
}
time=[4.32e+05, 8.64e+05]
flo.TAirCor=[2.751499938964844e+02, 2.936260375976562e+02, 2.935738220214844e+02, 2.935372924804688e+02, 2.935064086914062e+02, 2.934850769042969e+02, 2.935169982910156e+02, 2.937933349609375e+02, 2.940245971679688e+02, 2.940243835449219e+02, 2.939497680664062e+02, 2.939086303710938e+02, 2.938933715820312e+02, 2.938829956054688e+02, 2.938321533203125e+02, 2.936167297363281e+02, 2.934883728027344e+02, 2.934262390136719e+02, 2.933868103027344e+02, 2.933311462402344e+02, 2.932718505859375e+02, 2.931491394042969e+02, 2.931495361328125e+02, 2.931499938964844e+02, 2.931500244140625e+02, 2.931499938964844e+02, 2.931497497558594e+02, 2.932851867675781e+02, 2.93357666015625e+02, 2.933554992675781e+02, 2.933854064941406e+02, 2.931495361328125e+02, 2.931501159667969e+02, 2.931614074707031e+02, 2.931500549316406e+02, 2.931499938964844e+02, 2.931497497558594e+02, 2.931499633789062e+02, 2.931499938964844e+02, 2.931500244140625e+02, 2.931499938964844e+02, 2.931497802734375e+02, 2.931499328613281e+02, 2.931500244140625e+02, 2.931500244140625e+02, 2.931499938964844e+02, 2.931497802734375e+02, 2.931506042480469e+02, 2.931499938964844e+02, 2.931499938964844e+02, 2.931499938964844e+02, 2.931501770019531e+02, 2.931503601074219e+02, 2.931500549316406e+02, 2.931500549316406e+02, 2.931499938964844e+02, 2.931500549316406e+02, 2.931500244140625e+02, 2.931499938964844e+02, 2.931499938964844e+02, 2.931499938964844e+02, 2.931500549316406e+02, 2.931499938964844e+02, 2.931499938964844e+02, 2.931499938964844e+02, 2.931499938964844e+02, 2.931515197753906e+02, 2.935868225097656e+02, 2.936769409179688e+02, 2.93706298828125e+02, 2.938256225585938e+02, 2.93866943359375e+02, 2.938852233886719e+02, 2.938804016113281e+02, 2.937759399414062e+02, 2.935525207519531e+02, 2.934234924316406e+02, 2.933764343261719e+02, 2.933534240722656e+02, 2.933127746582031e+02, 2.932710266113281e+02, 2.932222595214844e+02, 2.93192138671875e+02, 2.931615295410156e+02, 2.931500549316406e+02, 2.931499938964844e+02, 2.9328076171875e+02, 2.937333068847656e+02, 2.940651550292969e+02, 2.945459594726562e+02, 2.950185241699219e+02, 2.952814025878906e+02, 2.954342956542969e+02, 2.9541259765625e+02, 2.949762573242188e+02, 2.937819213867188e+02, 2.935730285644531e+02, 2.935242614746094e+02, 2.9349609375e+02, 2.934588317871094e+02, 2.934225463867188e+02]
flo.TAirSou=[2.751499938964844e+02, 2.931471862792969e+02, 2.931478576660156e+02, 2.931495056152344e+02, 2.931499938964844e+02, 2.931499633789062e+02, 2.931499938964844e+02, 2.931619567871094e+02, 2.939835815429688e+02, 2.942169494628906e+02, 2.9357275390625e+02, 2.933813171386719e+02, 2.933678588867188e+02, 2.933053894042969e+02, 2.931497497558594e+02, 2.931498413085938e+02, 2.93147705078125e+02, 2.931480102539062e+02, 2.931499328613281e+02, 2.931500244140625e+02, 2.931499633789062e+02, 2.931484069824219e+02, 2.931490173339844e+02, 2.9314990234375e+02, 2.931499633789062e+02, 2.931498718261719e+02, 2.931495666503906e+02, 2.931572875976562e+02, 2.931509399414062e+02, 2.931501159667969e+02, 2.93493408203125e+02, 2.9329345703125e+02, 2.931480407714844e+02, 2.931495666503906e+02, 2.931498413085938e+02, 2.931498718261719e+02, 2.931490783691406e+02, 2.931493530273438e+02, 2.9314990234375e+02, 2.93150146484375e+02, 2.9314990234375e+02, 2.931490783691406e+02, 2.93149658203125e+02, 2.931500549316406e+02, 2.931500549316406e+02, 2.931500244140625e+02, 2.931493835449219e+02, 2.93156982421875e+02, 2.93150634765625e+02, 2.931500549316406e+02, 2.931501159667969e+02, 2.931441650390625e+02, 2.931462097167969e+02, 2.931567993164062e+02, 2.931513366699219e+02, 2.931494140625e+02, 2.931480102539062e+02, 2.931506652832031e+02, 2.931470642089844e+02, 2.931493530273438e+02, 2.931533508300781e+02, 2.931475830078125e+02, 2.931517944335938e+02, 2.931520385742188e+02, 2.931476745605469e+02, 2.931505126953125e+02, 2.931517333984375e+02, 2.93151123046875e+02, 2.931564025878906e+02, 2.9314794921875e+02, 2.935817565917969e+02, 2.937003479003906e+02, 2.936426696777344e+02, 2.934561767578125e+02, 2.931517944335938e+02, 2.931503601074219e+02, 2.931487121582031e+02, 2.931501159667969e+02, 2.931498718261719e+02, 2.9314990234375e+02, 2.931499938964844e+02, 2.931495971679688e+02, 2.9314990234375e+02, 2.931501159667969e+02, 2.931500854492188e+02, 2.931498107910156e+02, 2.931514587402344e+02, 2.933322143554688e+02, 2.94483642578125e+02, 2.952792358398438e+02, 2.958674621582031e+02, 2.96150146484375e+02, 2.961827697753906e+02, 2.95931640625e+02, 2.950322875976562e+02, 2.934741821289062e+02, 2.931470336914062e+02, 2.931483764648438e+02, 2.931502990722656e+02, 2.931498718261719e+02, 2.9314990234375e+02]
flo.TAirNor=[2.751499938964844e+02, 2.931473388671875e+02, 2.931478881835938e+02, 2.931495056152344e+02, 2.931499633789062e+02, 2.931499633789062e+02, 2.931535034179688e+02, 2.931431274414062e+02, 2.931535034179688e+02, 2.931513061523438e+02, 2.931500854492188e+02, 2.931496887207031e+02, 2.931504211425781e+02, 2.931495666503906e+02, 2.931496887207031e+02, 2.931498413085938e+02, 2.931482849121094e+02, 2.931488647460938e+02, 2.9314990234375e+02, 2.931485900878906e+02, 2.931510620117188e+02, 2.931505737304688e+02, 2.931492919921875e+02, 2.9314990234375e+02, 2.931499328613281e+02, 2.931498718261719e+02, 2.931497497558594e+02, 2.931406555175781e+02, 2.931491394042969e+02, 2.931500854492188e+02, 2.931548156738281e+02, 2.931463623046875e+02, 2.931531066894531e+02, 2.931484985351562e+02, 2.93147216796875e+02, 2.931505126953125e+02, 2.93156494140625e+02, 2.93149658203125e+02, 2.9314990234375e+02, 2.931500854492188e+02, 2.931498718261719e+02, 2.931496276855469e+02, 2.931498718261719e+02, 2.931500244140625e+02, 2.931499938964844e+02, 2.931499938964844e+02, 2.931497497558594e+02, 2.931517333984375e+02, 2.931504516601562e+02, 2.931501770019531e+02, 2.93150146484375e+02, 2.931500244140625e+02, 2.931502685546875e+02, 2.931499633789062e+02, 2.931499633789062e+02, 2.931499938964844e+02, 2.931503601074219e+02, 2.931502380371094e+02, 2.931499633789062e+02, 2.931500854492188e+02, 2.931499938964844e+02, 2.931500549316406e+02, 2.931502380371094e+02, 2.931499938964844e+02, 2.931499938964844e+02, 2.931499938964844e+02, 2.931518859863281e+02, 2.931532897949219e+02, 2.931507568359375e+02, 2.931501159667969e+02, 2.931510009765625e+02, 2.931517639160156e+02, 2.931793823242188e+02, 2.931916198730469e+02, 2.931498413085938e+02, 2.931499938964844e+02, 2.931497802734375e+02, 2.931495971679688e+02, 2.931498718261719e+02, 2.931498718261719e+02, 2.931499938964844e+02, 2.9314990234375e+02, 2.931500549316406e+02, 2.931492614746094e+02, 2.931487731933594e+02, 2.931506652832031e+02, 2.931539916992188e+02, 2.931542663574219e+02, 2.932133178710938e+02, 2.936001892089844e+02, 2.941540832519531e+02, 2.943966674804688e+02, 2.945514221191406e+02, 2.945724182128906e+02, 2.942182312011719e+02, 2.931493530273438e+02, 2.931481628417969e+02, 2.931486206054688e+02, 2.931502990722656e+02, 2.931498718261719e+02, 2.9314990234375e+02]
flo.TAirEas=[2.751499938964844e+02, 2.931465759277344e+02, 2.931476440429688e+02, 2.931495361328125e+02, 2.931500244140625e+02, 2.931499633789062e+02, 2.931502380371094e+02, 2.931559143066406e+02, 2.933720397949219e+02, 2.93218994140625e+02, 2.931500854492188e+02, 2.931492004394531e+02, 2.931501159667969e+02, 2.93149658203125e+02, 2.931497497558594e+02, 2.931498413085938e+02, 2.931479797363281e+02, 2.93148193359375e+02, 2.931499633789062e+02, 2.931500549316406e+02, 2.931499633789062e+02, 2.931486206054688e+02, 2.931491394042969e+02, 2.9314990234375e+02, 2.931499633789062e+02, 2.931498718261719e+02, 2.93149658203125e+02, 2.931559448242188e+02, 2.931503295898438e+02, 2.931503295898438e+02, 2.93150146484375e+02, 2.931498413085938e+02, 2.931497497558594e+02, 2.931498718261719e+02, 2.931497497558594e+02, 2.931498718261719e+02, 2.93149658203125e+02, 2.931495666503906e+02, 2.9314990234375e+02, 2.931501159667969e+02, 2.931498718261719e+02, 2.931494750976562e+02, 2.931498107910156e+02, 2.931500244140625e+02, 2.931500244140625e+02, 2.931500244140625e+02, 2.931496276855469e+02, 2.931558837890625e+02, 2.93150390625e+02, 2.931504211425781e+02, 2.93150146484375e+02, 2.931500854492188e+02, 2.931499938964844e+02, 2.931499328613281e+02, 2.931499938964844e+02, 2.931499938964844e+02, 2.931500854492188e+02, 2.931501770019531e+02, 2.931499633789062e+02, 2.931500854492188e+02, 2.931499938964844e+02, 2.931498413085938e+02, 2.931502075195312e+02, 2.931499938964844e+02, 2.931499938964844e+02, 2.931499938964844e+02, 2.931517944335938e+02, 2.931544189453125e+02, 2.931505737304688e+02, 2.93150146484375e+02, 2.931507873535156e+02, 2.931515502929688e+02, 2.93171875e+02, 2.93166748046875e+02, 2.931498413085938e+02, 2.931499938964844e+02, 2.93149658203125e+02, 2.931495361328125e+02, 2.931498718261719e+02, 2.9314990234375e+02, 2.931499938964844e+02, 2.931498413085938e+02, 2.931500244140625e+02, 2.931500854492188e+02, 2.931499938964844e+02, 2.931498107910156e+02, 2.931517028808594e+02, 2.931930847167969e+02, 2.938018188476562e+02, 2.940296936035156e+02, 2.9425244140625e+02, 2.944788208007812e+02, 2.946192626953125e+02, 2.946091003417969e+02, 2.942291259765625e+02, 2.931494750976562e+02, 2.931479797363281e+02, 2.931484680175781e+02, 2.931503295898438e+02, 2.9314990234375e+02, 2.9314990234375e+02]
flo.TAirWes=[2.751499938964844e+02, 2.931483154296875e+02, 2.931487121582031e+02, 2.931517333984375e+02, 2.931529846191406e+02, 2.931499633789062e+02, 2.931503295898438e+02, 2.931528015136719e+02, 2.931504821777344e+02, 2.931494140625e+02, 2.931483764648438e+02, 2.931486206054688e+02, 2.931515502929688e+02, 2.931497802734375e+02, 2.931497802734375e+02, 2.931498413085938e+02, 2.931480712890625e+02, 2.931483459472656e+02, 2.931473693847656e+02, 2.931500549316406e+02, 2.931499633789062e+02, 2.931487121582031e+02, 2.931492004394531e+02, 2.931484985351562e+02, 2.9315185546875e+02, 2.931498718261719e+02, 2.931496887207031e+02, 2.931522521972656e+02, 2.931504821777344e+02, 2.931501770019531e+02, 2.931474914550781e+02, 2.931613159179688e+02, 2.931544494628906e+02, 2.931498413085938e+02, 2.931499328613281e+02, 2.931498718261719e+02, 2.9314990234375e+02, 2.931496276855469e+02, 2.9314990234375e+02, 2.931501159667969e+02, 2.931498718261719e+02, 2.931494445800781e+02, 2.931498107910156e+02, 2.931500244140625e+02, 2.931500244140625e+02, 2.931500244140625e+02, 2.931496276855469e+02, 2.931520080566406e+02, 2.931504516601562e+02, 2.931481628417969e+02, 2.931507568359375e+02, 2.931582641601562e+02, 2.931581726074219e+02, 2.931431884765625e+02, 2.931502380371094e+02, 2.931498107910156e+02, 2.931501770019531e+02, 2.931502380371094e+02, 2.931499633789062e+02, 2.931433715820312e+02, 2.931492614746094e+02, 2.931474304199219e+02, 2.931521301269531e+02, 2.931474304199219e+02, 2.9314990234375e+02, 2.93148681640625e+02, 2.93148193359375e+02, 2.931537780761719e+02, 2.931518859863281e+02, 2.931527099609375e+02, 2.931507263183594e+02, 2.931534423828125e+02, 2.931569519042969e+02, 2.931494750976562e+02, 2.9314892578125e+02, 2.931496887207031e+02, 2.931492004394531e+02, 2.931517333984375e+02, 2.931481323242188e+02, 2.931523132324219e+02, 2.9314794921875e+02, 2.931525268554688e+02, 2.931508483886719e+02, 2.931499633789062e+02, 2.931488952636719e+02, 2.931498107910156e+02, 2.931516723632812e+02, 2.931540222167969e+02, 2.931839599609375e+02, 2.937047729492188e+02, 2.941324768066406e+02, 2.944755859375e+02, 2.947951049804688e+02, 2.947913513183594e+02, 2.941781616210938e+02, 2.931495056152344e+02, 2.931480712890625e+02, 2.931485290527344e+02, 2.931451721191406e+02, 2.931504211425781e+02, 2.931492614746094e+02]
hea[1].conPID.y=[1e+00, 1.383195072412491e-01, 1.763343214988708e-01, 2.129562795162201e-01, 2.407215386629105e-01, 2.624816298484802e-01, 2.606302201747894e-01, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 3.317049890756607e-02, 1.943272352218628e-01, 2.863678634166718e-01, 3.230895698070526e-01, 3.48552942276001e-01, 3.701325953006744e-01, 4.011035263538361e-01, 4.351007640361786e-01, 4.534112513065338e-01, 4.721915721893311e-01, 4.877171516418457e-01, 5.078495144844055e-01, 5.014066696166992e-01, 2.82626211643219e-01, 1.152079775929451e-01, 1.228180434554815e-02, 0e+00, 0e+00, 2.831815928220749e-02, 1.321186572313309e-01, 2.9387167096138e-01, 3.575912117958069e-01, 3.898197710514069e-01, 4.021880626678467e-01, 4.20963317155838e-01, 4.283611178398132e-01, 4.428474605083466e-01, 4.622550904750824e-01, 4.74760502576828e-01, 4.84390914440155e-01, 4.959782063961029e-01, 5.063031315803528e-01, 5.145918726921082e-01, 3.310975730419159e-01, 2.015040218830109e-01, 1.120530366897583e-01, 6.957918405532837e-02, 9.875155985355377e-02, 2.567101418972015e-01, 2.582084834575653e-01, 2.834559082984924e-01, 3.446322679519653e-01, 3.302429914474487e-01, 3.787066042423248e-01, 4.467879235744476e-01, 5.095017552375793e-01, 4.22912985086441e-01, 4.789329767227173e-01, 5.139929056167603e-01, 4.673342406749725e-01, 5.246586203575134e-01, 4.974581897258759e-01, 4.548251926898956e-01, 2.566862404346466e-01, 1.167148724198341e-01, 8.530926704406738e-02, 0e+00, 0e+00, 0e+00, 0e+00, 1.426047552376986e-02, 1.369639784097672e-01, 1.415951102972031e-01, 1.528735905885696e-01, 1.671658158302307e-01, 1.867264062166214e-01, 2.078068256378174e-01, 2.211118936538696e-01, 2.255095839500427e-01, 2.259425520896912e-01, 2.29116290807724e-01, 2.447371184825897e-01, 2.353297024965286e-01, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 4.755428433418274e-02, 8.949325233697891e-02, 1.047692075371742e-01, 1.247507855296135e-01, 1.492357850074768e-01]
hea[2].conPID.y=[1e+00, 1.841761916875839e-01, 2.242775410413742e-01, 2.634311020374298e-01, 2.900681495666504e-01, 3.098500967025757e-01, 3.064332902431488e-01, 3.823358938097954e-02, 0e+00, 0e+00, 2.35399566590786e-02, 4.670026153326035e-02, 5.272694677114487e-02, 6.742158532142639e-02, 1.078225076198578e-01, 2.587089240550995e-01, 3.451279401779175e-01, 3.779191076755524e-01, 3.998056650161743e-01, 4.179550111293793e-01, 4.456895291805267e-01, 4.767698645591736e-01, 4.928886592388153e-01, 5.096539258956909e-01, 5.23478090763092e-01, 5.418302416801453e-01, 5.336176156997681e-01, 3.044097125530243e-01, 2.435264736413956e-01, 2.838518917560577e-01, 3.340471386909485e-01, 3.716305792331696e-01, 3.742057979106903e-01, 3.927483856678009e-01, 4.368639886379242e-01, 4.780372083187103e-01, 5.004009008407593e-01, 5.066961050033569e-01, 5.194873213768005e-01, 5.212554931640625e-01, 5.301042795181274e-01, 5.453556180000305e-01, 5.514862537384033e-01, 5.569759011268616e-01, 5.665741562843323e-01, 5.735939145088196e-01, 5.783624053001404e-01, 3.760364353656769e-01, 3.30531507730484e-01, 3.647654950618744e-01, 4.102800786495209e-01, 4.028707444667816e-01, 3.996827602386475e-01, 4.031355977058411e-01, 4.269089698791504e-01, 4.426521956920624e-01, 4.428060948848724e-01, 4.37657356262207e-01, 4.363040626049042e-01, 4.352560043334961e-01, 4.39278781414032e-01, 4.295783042907715e-01, 4.287309348583221e-01, 4.259247481822968e-01, 4.265193045139313e-01, 4.234197735786438e-01, 3.976145684719086e-01, 1.682786494493484e-01, 7.689393311738968e-02, 6.136415526270866e-02, 3.308931365609169e-02, 7.394873071461916e-03, 0e+00, 0e+00, 3.523984551429749e-02, 1.662809997797012e-01, 2.215102165937424e-01, 2.306210398674011e-01, 2.407150566577911e-01, 2.563379108905792e-01, 2.719425559043884e-01, 2.80340164899826e-01, 2.812421321868896e-01, 2.783757150173187e-01, 2.784501314163208e-01, 2.906032502651215e-01, 2.782140374183655e-01, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 5.092599615454674e-02, 1.492316126823425e-01, 1.840036660432816e-01, 1.957740187644958e-01, 2.133026719093323e-01, 2.365454137325287e-01]
hea[3].conPID.y=[1e+00, 1.699327677488327e-01, 2.065185010433197e-01, 2.431159913539886e-01, 2.684041559696198e-01, 2.866886258125305e-01, 3.784777820110321e-01, 1.51127427816391e-01, 1.589789688587189e-01, 8.824180066585541e-02, 1.924622803926468e-02, 3.631075844168663e-02, 4.159224033355713e-02, 5.360078066587448e-02, 9.306831657886505e-02, 2.485498934984207e-01, 4.909819960594177e-01, 3.64509105682373e-01, 3.844463229179382e-01, 5.096569657325745e-01, 5.888270735740662e-01, 5.190520286560059e-01, 4.701662957668304e-01, 4.849364161491394e-01, 4.968193471431732e-01, 5.13085663318634e-01, 5.031849145889282e-01, 5.148526430130005e-01, 6.198830604553223e-01, 6.294530630111694e-01, 4.041666984558105e-01, 4.598654806613922e-01, 5.101055502891541e-01, 4.985032677650452e-01, 6.1170494556427e-01, 4.819895327091217e-01, 5.854690074920654e-01, 5.011109709739685e-01, 5.106561183929443e-01, 5.098943710327148e-01, 5.161534547805786e-01, 5.298115611076355e-01, 5.322708487510681e-01, 5.357855558395386e-01, 5.448801517486572e-01, 5.502357482910156e-01, 5.534060597419739e-01, 5.199635028839111e-01, 4.773183763027191e-01, 4.565961360931396e-01, 4.473815858364105e-01, 4.403964281082153e-01, 4.352273046970367e-01, 4.297411739826202e-01, 4.432822167873383e-01, 4.514367282390594e-01, 4.474859535694122e-01, 4.39684122800827e-01, 4.358544051647186e-01, 4.323897659778595e-01, 4.341744184494019e-01, 4.221533238887787e-01, 4.19511467218399e-01, 4.152421355247498e-01, 4.142706096172333e-01, 4.097545146942139e-01, 3.826797604560852e-01, 2.009284496307373e-01, 1.234779357910156e-01, 8.466597646474838e-02, 3.195809200406075e-02, 5.175253376364708e-03, 0e+00, 0e+00, 2.403788827359676e-02, 1.605492681264877e-01, 2.158249467611313e-01, 2.244791090488434e-01, 2.33371689915657e-01, 2.480661422014236e-01, 2.627597749233246e-01, 2.697934508323669e-01, 2.697393894195557e-01, 2.959272265434265e-01, 3.358476459980011e-01, 2.935539186000824e-01, 2.705268263816833e-01, 6.517467647790909e-02, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 5.115321278572083e-02, 1.555962115526199e-01, 1.887782067060471e-01, 1.987013518810272e-01, 2.14679017663002e-01, 2.359671890735626e-01]
hea[4].conPID.y=[1e+00, 3.847190141677856e-01, 3.66388350725174e-01, 3.498026728630066e-01, 3.014722764492035e-01, 3.099927306175232e-01, 3.066677153110504e-01, 1.436170637607574e-01, 5.981981754302979e-02, 3.512847796082497e-02, 1.185842975974083e-01, 6.357431411743164e-02, 4.845714941620827e-02, 4.52330969274044e-02, 1.13485150039196e-01, 2.70617663860321e-01, 3.572646975517273e-01, 3.884211480617523e-01, 4.15781170129776e-01, 4.26330953836441e-01, 4.534841477870941e-01, 4.832887649536133e-01, 4.98438686132431e-01, 5.168100595474243e-01, 5.331324934959412e-01, 5.456117391586304e-01, 5.366724133491516e-01, 4.654066860675812e-01, 4.097805321216583e-01, 3.796802759170532e-01, 4.643963873386383e-01, 4.175817370414734e-01, 2.743590474128723e-01, 2.516859471797943e-01, 4.122485518455505e-01, 4.748996496200562e-01, 4.972364604473114e-01, 5.00923216342926e-01, 5.122761726379395e-01, 5.133913159370422e-01, 5.220677256584167e-01, 5.373132228851318e-01, 5.436086058616638e-01, 5.492921471595764e-01, 5.590746402740479e-01, 5.662990212440491e-01, 5.713980197906494e-01, 5.322908163070679e-01, 4.807019233703613e-01, 5.497922897338867e-01, 4.60069328546524e-01, 4.587662220001221e-01, 3.621078133583069e-01, 3.259623944759369e-01, 3.95500123500824e-01, 5.1958829164505e-01, 4.367317855358124e-01, 4.300982058048248e-01, 4.280929863452911e-01, 5.117983818054199e-01, 5.545238256454468e-01, 4.833327829837799e-01, 5.269044041633606e-01, 5.379033088684082e-01, 4.219701290130615e-01, 4.914342164993286e-01, 4.568167924880981e-01, 3.753154575824738e-01, 2.694384753704071e-01, 9.76477712392807e-02, 1.472454518079758e-01, 1.06929711997509e-01, 6.164064630866051e-02, 1.675626076757908e-02, 1.190425902605057e-01, 1.622548252344131e-01, 3.308598697185516e-01, 3.265156447887421e-01, 3.211016058921814e-01, 3.027483820915222e-01, 4.338663816452026e-01, 4.418595433235168e-01, 3.46037745475769e-01, 2.720185518264771e-01, 2.862052917480469e-01, 2.846547365188599e-01, 2.728891372680664e-01, 8.472787588834763e-02, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 4.58199679851532e-02, 1.437890082597733e-01, 1.766408532857895e-01, 2.533915936946869e-01, 2.982142865657806e-01, 3.47169429063797e-01]
hea[5].conPID.y=[1e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 8.589579723775387e-03, 1.68810673058033e-02, 2.380412817001343e-02, 3.040490299463272e-02, 3.644229471683502e-02, 2.357318066060543e-02, 0e+00, 0e+00, 0e+00, 0e+00, 3.092656610533595e-03, 5.029462277889252e-03, 0e+00, 1.03763397783041e-02, 3.843982517719269e-02, 4.426847770810127e-02, 4.621303081512451e-02, 4.780445620417595e-02, 4.952628910541534e-02, 5.145770683884621e-02, 5.416913330554962e-02, 5.669171735644341e-02, 5.919469147920609e-02, 6.175016984343529e-02, 6.439433991909027e-02, 6.730077415704727e-02, 5.194111913442612e-02, 4.742820933461189e-02, 5.049225315451622e-02, 5.239463597536087e-02, 5.206037685275078e-02, 4.824092239141464e-02, 3.950010612607002e-02, 4.573101177811623e-02, 5.577759072184563e-02, 5.679531767964363e-02, 5.588752776384354e-02, 5.494721606373787e-02, 5.444081127643585e-02, 5.423067882657051e-02, 4.371685534715652e-02, 4.335749894380569e-02, 4.321055486798286e-02, 4.324024543166161e-02, 4.013402014970779e-02, 2.00889129191637e-02, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 1.711094286292791e-03, 1.213647425174713e-03, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00, 0e+00]
