#1
float HeatingLoadProfiles(52561,10)
# time,bld1 (W),bld2 (W),bld3 (W),bld4 (W),bld5 (W),bld6 (W),bld7 (W),bld8 (W),District (W)
22741200,1807.769287,1807.769287,1807.769287,1807.769287,1807.769287,1807.769287,1807.769287,1807.769287,14462.1543
22741800,1802.120483,1802.120483,1802.120483,1802.120483,1802.120483,1802.120483,1802.120483,1802.120483,14416.96387
22742400,1795.959839,1795.959839,1795.959839,1795.959839,1795.959839,1795.959839,1795.959839,1795.959839,14367.67871
22743000,1788.718384,1788.718384,1788.718384,1788.718384,1788.718384,1788.718384,1788.718384,1788.718384,14309.74707
22743600,1778.067261,1778.067261,1778.067261,1778.067261,1778.067261,1778.067261,1778.067261,1778.067261,14224.53809
22744200,1758.682373,1758.682373,1758.682373,1758.682373,1758.682373,1758.682373,1758.682373,1758.682373,14069.45898
22744800,1718.91394,1718.91394,1718.91394,1718.91394,1718.91394,1718.91394,1718.91394,1718.91394,13751.31152
22745400,1651.214722,1651.214722,1651.214722,1651.214722,1651.214722,1651.214722,1651.214722,1651.214722,13209.71777
22746000,1553.525391,1553.525391,1553.525391,1553.525391,1553.525391,1553.525391,1553.525391,1553.525391,12428.20312
22746600,1439.49353,1439.49353,1439.49353,1439.49353,1439.49353,1439.49353,1439.49353,1439.49353,11515.94824
22747200,1361.398071,1361.398071,1361.398071,1361.398071,1361.398071,1361.398071,1361.398071,1361.398071,10891.18457
22747800,1334.901001,1334.901001,1334.901001,1334.901001,1334.901001,1334.901001,1334.901001,1334.901001,10679.20801
22748400,321.5417786,321.5417786,321.5417786,321.5417786,321.5417786,321.5417786,321.5417786,321.5417786,2572.334229
22749000,0,0,0,0,0,0,0,0,0
22749600,0,0,0,0,0,0,0,0,0
22750200,0,0,0,0,0,0,0,0,0
22750800,0,0,0,0,0,0,0,0,0
22751400,0,0,0,0,0,0,0,0,0
22752000,0,0,0,0,0,0,0,0,0
22752600,0,0,0,0,0,0,0,0,0
22753200,0,0,0,0,0,0,0,0,0
22753800,0,0,0,0,0,0,0,0,0
22754400,0,0,0,0,0,0,0,0,0
22755000,0,0,0,0,0,0,0,0,0
22755600,0,0,0,0,0,0,0,0,0
22756200,0,0,0,0,0,0,0,0,0
22756800,0,0,0,0,0,0,0,0,0
22757400,0,0,0,0,0,0,0,0,0
22758000,0,0,0,0,0,0,0,0,0
22758600,0,0,0,0,0,0,0,0,0
22759200,0,0,0,0,0,0,0,0,0
22759800,0,0,0,0,0,0,0,0,0
22760400,0,0,0,0,0,0,0,0,0
22761000,0,0,0,0,0,0,0,0,0
22761600,0,0,0,0,0,0,0,0,0
22762200,0,0,0,0,0,0,0,0,0
22762800,0,0,0,0,0,0,0,0,0
22763400,0,0,0,0,0,0,0,0,0
22764000,0,0,0,0,0,0,0,0,0
22764600,0,0,0,0,0,0,0,0,0
22765200,0,0,0,0,0,0,0,0,0
22765800,0,0,0,0,0,0,0,0,0
22766400,0,0,0,0,0,0,0,0,0
22767000,0,0,0,0,0,0,0,0,0
22767600,0,0,0,0,0,0,0,0,0
22768200,0,0,0,0,0,0,0,0,0
22768800,0,0,0,0,0,0,0,0,0
22769400,0,0,0,0,0,0,0,0,0
22770000,0,0,0,0,0,0,0,0,0
22770600,0,0,0,0,0,0,0,0,0
22771200,0,0,0,0,0,0,0,0,0
22771800,0,0,0,0,0,0,0,0,0
22772400,0,0,0,0,0,0,0,0,0
22773000,0,0,0,0,0,0,0,0,0
22773600,0,0,0,0,0,0,0,0,0
22774200,0,0,0,0,0,0,0,0,0
22774800,0,0,0,0,0,0,0,0,0
22775400,0,0,0,0,0,0,0,0,0
22776000,0,0,0,0,0,0,0,0,0
22776600,0,0,0,0,0,0,0,0,0
22777200,0,0,0,0,0,0,0,0,0
22777800,0,0,0,0,0,0,0,0,0
22778400,0,0,0,0,0,0,0,0,0
22779000,0,0,0,0,0,0,0,0,0
22779600,0,0,0,0,0,0,0,0,0
22780200,0,0,0,0,0,0,0,0,0
22780800,0,0,0,0,0,0,0,0,0
22781400,0,0,0,0,0,0,0,0,0
22782000,0,0,0,0,0,0,0,0,0
22782600,0,0,0,0,0,0,0,0,0
22783200,0,0,0,0,0,0,0,0,0
22783800,0,0,0,0,0,0,0,0,0
22784400,4705.809082,4705.809082,4705.809082,4705.809082,4705.809082,4705.809082,4705.809082,4705.809082,37646.47266
22785000,1277.580322,1277.580322,1277.580322,1277.580322,1277.580322,1277.580322,1277.580322,1277.580322,10220.64258
22785600,1189.753784,1189.753784,1189.753784,1189.753784,1189.753784,1189.753784,1189.753784,1189.753784,9518.030273
22786200,1141.19751,1141.19751,1141.19751,1141.19751,1141.19751,1141.19751,1141.19751,1141.19751,9129.580078
22786800,1100.778198,1100.778198,1100.778198,1100.778198,1100.778198,1100.778198,1100.778198,1100.778198,8806.225586
