"           TIME(S)","              HEAT","            FLOW_G","            FLOW_L","      FLOW_G_WATER","        FLOW_G_AIR","      FLOW_L_WATER","        FLOW_L_AIR"
  0.20000000000E+001,  0.89954085772E-001,  0.63823832661E-008,  0.00000000000E+000,  0.67301077188E-010,  0.10220682356E-012,  0.00000000000E+000,  0.00000000000E+000
  0.40000000000E+001,  0.90692151185E-001,  0.12562328274E-007,  0.00000000000E+000,  0.13246730540E-009,  0.20117208926E-012,  0.00000000000E+000,  0.00000000000E+000
  0.80000000000E+001,  0.92039075843E-001,  0.23840524007E-007,  0.00000000000E+000,  0.25139308002E-009,  0.38178111204E-012,  0.00000000000E+000,  0.00000000000E+000
  0.12000000000E+002,  0.93269347474E-001,  0.34142119686E-007,  0.00000000000E+000,  0.36002035069E-009,  0.54675162766E-012,  0.00000000000E+000,  0.00000000000E+000
  0.20000000000E+002,  0.95345171848E-001,  0.51524493236E-007,  0.00000000000E+000,  0.54331124375E-009,  0.82511590170E-012,  0.00000000000E+000,  0.00000000000E+000
  0.36000000000E+002,  0.98410843806E-001,  0.77197556106E-007,  0.00000000000E+000,  0.81402199961E-009,  0.12362524849E-011,  0.00000000000E+000,  0.00000000000E+000
  0.60000000000E+002,  0.10149036967E+000,  0.10299035529E-006,  0.00000000000E+000,  0.10859923371E-008,  0.16493111412E-011,  0.00000000000E+000,  0.00000000000E+000
  0.10800000000E+003  0.10486387664E+000  0.13125549790E-006  0.00000000000E+000  0.13840286790E-008  0.21019685574E-011  0.00000000000E+000  0.00000000000E+000
  0.20400000000E+003  0.10829272681E+000  0.16000616697E-006  0.00000000000E+000  0.16871808379E-008  0.25624082648E-011  0.00000000000E+000  0.00000000000E+000
  0.30000000000E+003  0.11081241418E+000  0.18114532565E-006  0.00000000000E+000  0.19100734779E-008  0.29009551399E-011  0.00000000000E+000  0.00000000000E+000
  0.49200000000E+003  0.11587750326E+000  0.22363891989E-006  0.00000000000E+000  0.23581225341E-008  0.35815086347E-011  0.00000000000E+000  0.00000000000E+000
  0.68400000000E+003  0.12221035775E+000  0.27674641917E-006  0.00000000000E+000  0.29180723318E-008  0.44320695903E-011  0.00000000000E+000  0.00000000000E+000
  0.87600000000E+003  0.13044903214E+000  0.34580987452E-006  0.00000000000E+000  0.36462380636E-008  0.55382127756E-011  0.00000000000E+000  0.00000000000E+000
  0.92400000000E+003  0.13265706139E+000  0.36431790088E-006  0.00000000000E+000  0.38413725035E-008  0.58346501786E-011  0.00000000000E+000  0.00000000000E+000
  0.97200000000E+003  0.13505632776E+000  0.38442702532E-006  0.00000000000E+000  0.40533859522E-008  0.61567352333E-011  0.00000000000E+000  0.00000000000E+000
  0.10200000000E+004  0.13769491900E+000  0.40653985771E-006  0.00000000000E+000  0.42865226942E-008  0.65109174608E-011  0.00000000000E+000  0.00000000000E+000
  0.10680000000E+004  0.14058761757E+000  0.43078017237E-006  0.00000000000E+000  0.45420870730E-008  0.68991803366E-011  0.00000000000E+000  0.00000000000E+000
  0.10800000000E+004  0.14132673270E+000  0.43697371665E-006  0.00000000000E+000  0.46073848652E-008  0.69983845851E-011  0.00000000000E+000  0.00000000000E+000
  0.10920000000E+004  0.14208157231E+000  0.44329891290E-006  0.00000000000E+000  0.46740704707E-008  0.70996978692E-011  0.00000000000E+000  0.00000000000E+000
  0.11040000000E+004  0.14285148558E+000  0.44975031282E-006  0.00000000000E+000  0.47420864378E-008  0.72030329305E-011  0.00000000000E+000  0.00000000000E+000
  0.11160000000E+004  0.14363514679E+000  0.45631681726E-006  0.00000000000E+000  0.48113157397E-008  0.73082119907E-011  0.00000000000E+000  0.00000000000E+000
  0.11280000000E+004  0.14443029102E+000  0.46297946383E-006  0.00000000000E+000  0.48815584504E-008  0.74149313113E-011  0.00000000000E+000  0.00000000000E+000
  0.11400000000E+004  0.14523346261E+000  0.46970932111E-006  0.00000000000E+000  0.49525095454E-008  0.75227274610E-011  0.00000000000E+000  0.00000000000E+000
  0.11520000000E+004  0.14603961929E+000  0.47646417386E-006  0.00000000000E+000  0.50237239562E-008  0.76309242127E-011  0.00000000000E+000  0.00000000000E+000
  0.11640000000E+004  0.14683769895E+000  0.48315140713E-006  0.00000000000E+000  0.50942252725E-008  0.77380379381E-011  0.00000000000E+000  0.00000000000E+000
  0.11760000000E+004  0.14760639717E+000  0.48959265392E-006  0.00000000000E+000  0.51621330425E-008  0.78412113119E-011  0.00000000000E+000  0.00000000000E+000
  0.11880000000E+004  0.14831554370E+000  0.49553532026E-006  0.00000000000E+000  0.52247842887E-008  0.79363980078E-011  0.00000000000E+000  0.00000000000E+000
  0.12000000000E+004  0.14893259514E+000  0.50070694205E-006  0.00000000000E+000  0.52793065758E-008  0.80192335015E-011  0.00000000000E+000  0.00000000000E+000
  0.12120000000E+004  0.14943014777E+000  0.50487808625E-006  0.00000000000E+000  0.53232811448E-008  0.80860426877E-011  0.00000000000E+000  0.00000000000E+000
  0.12360000000E+004  0.14988859060E+000  0.50872727794E-006  0.00000000000E+000  0.53638614074E-008  0.81476892709E-011  0.00000000000E+000  0.00000000000E+000
  0.12600000000E+004  0.14987447875E+000  0.50862009932E-006  0.00000000000E+000  0.53627314145E-008  0.81459629014E-011  0.00000000000E+000  0.00000000000E+000
  0.12840000000E+004  0.14951135731E+000  0.50559090664E-006  0.00000000000E+000  0.53307959283E-008  0.80974331326E-011  0.00000000000E+000  0.00000000000E+000
  0.13080000000E+004  0.14893419762E+000  0.50076972190E-006  0.00000000000E+000  0.52799681841E-008  0.80202013319E-011  0.00000000000E+000  0.00000000000E+000
  0.13320000000E+004  0.14826251963E+000  0.49515720341E-006  0.00000000000E+000  0.52207976170E-008  0.79302961545E-011  0.00000000000E+000  0.00000000000E+000
  0.13560000000E+004  0.14758946321E+000  0.48953314562E-006  0.00000000000E+000  0.51615052554E-008  0.78402080577E-011  0.00000000000E+000  0.00000000000E+000
  0.13800000000E+004  0.14698051641E+000  0.48444583287E-006  0.00000000000E+000  0.51078714721E-008  0.77587189721E-011  0.00000000000E+000  0.00000000000E+000
  0.14040000000E+004  0.14647703607E+000  0.48024151505E-006  0.00000000000E+000  0.50635467037E-008  0.76913746050E-011  0.00000000000E+000  0.00000000000E+000
  0.14280000000E+004  0.14610143420E+000  0.47710783101E-006  0.00000000000E+000  0.50305092177E-008  0.76411800961E-011  0.00000000000E+000  0.00000000000E+000
  0.14520000000E+004  0.14586232639E+000  0.47511691163E-006  0.00000000000E+000  0.50095195131E-008  0.76092904860E-011  0.00000000000E+000  0.00000000000E+000
  0.14640000000E+004  0.14577726343E+000  0.47441021934E-006  0.00000000000E+000  0.50020690427E-008  0.75979711444E-011  0.00000000000E+000  0.00000000000E+000
  0.14760000000E+004  0.14572648743E+000  0.47399058634E-006  0.00000000000E+000  0.49976449507E-008  0.75912498751E-011  0.00000000000E+000  0.00000000000E+000
  0.14880000000E+004  0.14570934242E+000  0.47385252072E-006  0.00000000000E+000  0.49961893393E-008  0.75890386887E-011  0.00000000000E+000  0.00000000000E+000
  0.15000000000E+004  0.14572482150E+000  0.47398759249E-006  0.00000000000E+000  0.49976133343E-008  0.75912025401E-011  0.00000000000E+000  0.00000000000E+000
  0.15120000000E+004  0.14577165175E+000  0.47438514420E-006  0.00000000000E+000  0.50018045764E-008  0.75975707094E-011  0.00000000000E+000  0.00000000000E+000
