"           TIME(S)","              HEAT","            FLOW_G","            FLOW_L","      FLOW_G_WATER","        FLOW_G_AIR","      FLOW_L_WATER","        FLOW_L_AIR"
  0.72270005859E+005,  0.15813963744E+000,  0.13151147352E-005,  0.00000000000E+000,  0.13870024902E-007,  0.21068800914E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270017578E+005,  0.15813946432E+000,  0.13151132853E-005,  0.00000000000E+000,  0.13870009618E-007,  0.21068777680E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270029297E+005,  0.15813927036E+000,  0.13151116610E-005,  0.00000000000E+000,  0.13869992493E-007,  0.21068751647E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270052734E+005,  0.15813887133E+000,  0.13151083191E-005,  0.00000000000E+000,  0.13869957264E-007,  0.21068698087E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270099609E+005,  0.15813838733E+000,  0.13151042654E-005,  0.00000000000E+000,  0.13869914530E-007,  0.21068633116E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270193359E+005,  0.15813816384E+000,  0.13151023923E-005,  0.00000000000E+000,  0.13869894787E-007,  0.21068603094E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270380859E+005,  0.15813803877E+000,  0.13151013418E-005,  0.00000000000E+000,  0.13869883718E-007,  0.21068586257E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270755859E+005,  0.15813716489E+000,  0.13150940177E-005,  0.00000000000E+000,  0.13869806518E-007,  0.21068468871E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270767578E+005,  0.15813713694E+000,  0.13150937834E-005,  0.00000000000E+000,  0.13869804048E-007,  0.21068465115E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270791016E+005,  0.15813707830E+000,  0.13150932920E-005,  0.00000000000E+000,  0.13869798868E-007,  0.21068457239E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270837891E+005,  0.15813695086E+000,  0.13150922240E-005,  0.00000000000E+000,  0.13869787612E-007,  0.21068440123E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270931641E+005,  0.15813666614E+000,  0.13150898382E-005,  0.00000000000E+000,  0.13869762462E-007,  0.21068401884E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270943359E+005,  0.15813663010E+000,  0.13150895362E-005,  0.00000000000E+000,  0.13869759279E-007,  0.21068397045E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270966797E+005,  0.15813655642E+000,  0.13150889189E-005,  0.00000000000E+000,  0.13869752772E-007,  0.21068387150E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271013672E+005,  0.15813640387E+000,  0.13150876406E-005,  0.00000000000E+000,  0.13869739298E-007,  0.21068366663E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271107422E+005,  0.15813608489E+000,  0.13150849679E-005,  0.00000000000E+000,  0.13869711125E-007,  0.21068323827E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271201172E+005,  0.15813575669E+000,  0.13150822180E-005,  0.00000000000E+000,  0.13869682138E-007,  0.21068279754E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271388672E+005,  0.15813508237E+000,  0.13150765681E-005,  0.00000000000E+000,  0.13869622582E-007,  0.21068189201E-010,  0.00000000000E+000,  0.00000000000E+000
