"           TIME(S)","              HEAT","            FLOW_G","            FLOW_L","      FLOW_G_WATER","        FLOW_G_AIR","      FLOW_L_WATER","        FLOW_L_AIR"
  0.72270005859E+005,  0.34068936185E+000,  0.28337208701E-005,  0.00000000000E+000,  0.29885253520E-007,  0.45397651596E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270017578E+005,  0.34068876110E+000,  0.28337158388E-005,  0.00000000000E+000,  0.29885200482E-007,  0.45397570962E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270029297E+005,  0.34068817756E+000,  0.28337109516E-005,  0.00000000000E+000,  0.29885148963E-007,  0.45397492636E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270052734E+005,  0.34068726103E+000,  0.28337032753E-005,  0.00000000000E+000,  0.29885068043E-007,  0.45397369607E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270099609E+005,  0.34068641558E+000,  0.28336961928E-005,  0.00000000000E+000,  0.29884993386E-007,  0.45397256089E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270193359E+005,  0.34068621080E+000,  0.28336944727E-005,  0.00000000000E+000,  0.29884975263E-007,  0.45397228512E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270380859E+005,  0.34068604266E+000,  0.28336930539E-005,  0.00000000000E+000,  0.29884960327E-007,  0.45397205771E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270755859E+005,  0.34068414157E+000,  0.28336771129E-005,  0.00000000000E+000,  0.29884792320E-007,  0.45396950280E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270767578E+005,  0.34068408059E+000,  0.28336766016E-005,  0.00000000000E+000,  0.29884786931E-007,  0.45396942085E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270791016E+005,  0.34068395239E+000,  0.28336755268E-005,  0.00000000000E+000,  0.29884775602E-007,  0.45396924858E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270837891E+005,  0.34068367386E+000,  0.28336731917E-005,  0.00000000000E+000,  0.29884750992E-007,  0.45396887433E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270931641E+005,  0.34068305428E+000,  0.28336679981E-005,  0.00000000000E+000,  0.29884696251E-007,  0.45396804193E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270943359E+005,  0.34068297591E+000,  0.28336673411E-005,  0.00000000000E+000,  0.29884689326E-007,  0.45396793663E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270966797E+005,  0.34068281584E+000,  0.28336659994E-005,  0.00000000000E+000,  0.29884675185E-007,  0.45396772159E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271013672E+005,  0.34068248507E+000,  0.28336632268E-005,  0.00000000000E+000,  0.29884645962E-007,  0.45396727722E-010,  0.00000000000E+000,  0.00000000000E+000
