"           TIME(S)","              HEAT","            FLOW_G","            FLOW_L","      FLOW_G_WATER","        FLOW_G_AIR","      FLOW_L_WATER","        FLOW_L_AIR"
  0.72270005859E+005,  0.20378466574E+000,  0.16947638985E-005,  0.00000000000E+000,  0.17873932601E-007,  0.27150973315E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270017578E+005,  0.20378438727E+000,  0.16947615663E-005,  0.00000000000E+000,  0.17873908015E-007,  0.27150935940E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270029297E+005,  0.20378410619E+000,  0.16947592123E-005,  0.00000000000E+000,  0.17873883200E-007,  0.27150898214E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270052734E+005,  0.20378357878E+000,  0.16947547952E-005,  0.00000000000E+000,  0.17873836635E-007,  0.27150827420E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270099609E+005,  0.20378297911E+000,  0.16947497725E-005,  0.00000000000E+000,  0.17873783687E-007,  0.27150746918E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270193359E+005,  0.20378272886E+000,  0.16947476745E-005,  0.00000000000E+000,  0.17873761574E-007,  0.27150713290E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270380859E+005,  0.20378258224E+000,  0.16947464419E-005,  0.00000000000E+000,  0.17873748590E-007,  0.27150693535E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270755859E+005,  0.20378145388E+000,  0.16947369836E-005,  0.00000000000E+000,  0.17873648897E-007,  0.27150541943E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270767578E+005,  0.20378141776E+000,  0.16947366808E-005,  0.00000000000E+000,  0.17873645705E-007,  0.27150537090E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270791016E+005,  0.20378134195E+000,  0.16947360454E-005,  0.00000000000E+000,  0.17873639008E-007,  0.27150526906E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270837891E+005,  0.20378117720E+000,  0.16947346646E-005,  0.00000000000E+000,  0.17873624454E-007,  0.27150504776E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270931641E+005,  0.20378080946E+000,  0.16947315828E-005,  0.00000000000E+000,  0.17873591969E-007,  0.27150455382E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270943359E+005,  0.20378076292E+000,  0.16947311928E-005,  0.00000000000E+000,  0.17873587858E-007,  0.27150449132E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270966797E+005,  0.20378066780E+000,  0.16947303956E-005,  0.00000000000E+000,  0.17873579456E-007,  0.27150436355E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271013672E+005,  0.20378047093E+000,  0.16947287459E-005,  0.00000000000E+000,  0.17873562066E-007,  0.27150409914E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271107422E+005,  0.20378005953E+000,  0.16947252984E-005,  0.00000000000E+000,  0.17873525727E-007,  0.27150354661E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271201172E+005,  0.20377963640E+000,  0.16947217528E-005,  0.00000000000E+000,  0.17873488353E-007,  0.27150297834E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271388672E+005,  0.20377876733E+000,  0.16947144706E-005,  0.00000000000E+000,  0.17873411592E-007,  0.27150181119E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271394531E+005,  0.20377874015E+000,  0.16947142428E-005,  0.00000000000E+000,  0.17873409191E-007,  0.27150177469E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271406250E+005,  0.20377868571E+000,  0.16947137866E-005,  0.00000000000E+000,  0.17873404383E-007,  0.27150170158E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271429688E+005,  0.20377857654E+000,  0.16947128719E-005,  0.00000000000E+000,  0.17873394740E-007,  0.27150155497E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271476562E+005,  0.20377835732E+000,  0.16947110349E-005,  0.00000000000E+000,  0.17873375377E-007,  0.27150126055E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271570312E+005,  0.20377791670E+000,  0.16947073429E-005,  0.00000000000E+000,  0.17873336459E-007,  0.27150066881E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271757812E+005,  0.20377703283E+000,  0.16946999366E-005,  0.00000000000E+000,  0.17873258390E-007,  0.27149948178E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271763672E+005,  0.20377700520E+000,  0.16946997051E-005,  0.00000000000E+000,  0.17873255951E-007,  0.27149944469E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271775391E+005,  0.20377694995E+000,  0.16946992421E-005,  0.00000000000E+000,  0.17873251070E-007,  0.27149937048E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271798828E+005,  0.20377683941E+000,  0.16946983159E-005,  0.00000000000E+000,  0.17873241307E-007,  0.27149922203E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271845703E+005,  0.20377661832E+000,  0.16946964633E-005,  0.00000000000E+000,  0.17873221779E-007,  0.27149892511E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271939453E+005,  0.20377617640E+000,  0.16946927604E-005,  0.00000000000E+000,  0.17873182747E-007,  0.27149833163E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72272126953E+005,  0.20377529518E+000,  0.16946853763E-005,  0.00000000000E+000,  0.17873104912E-007,  0.27149714816E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72272132812E+005,  0.20377526764E+000,  0.16946851456E-005,  0.00000000000E+000,  0.17873102480E-007,  0.27149711118E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72272144531E+005,  0.20377521258E+000,  0.16946846842E-005,  0.00000000000E+000,  0.17873097616E-007,  0.27149703723E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72272167969E+005,  0.20377510251E+000,  0.16946837618E-005,  0.00000000000E+000,  0.17873087894E-007,  0.27149688940E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72272214844E+005,  0.20377488255E+000,  0.16946819187E-005,  0.00000000000E+000,  0.17873068466E-007,  0.27149659401E-010,  0.00000000000E+000,  0.00000000000E+000
