"           TIME(S)","              HEAT","            FLOW_G","            FLOW_L","      FLOW_G_WATER","        FLOW_G_AIR","      FLOW_L_WATER","        FLOW_L_AIR"
  0.72270005859E+005,  0.30919063954E+002,  0.25808690987E-003,  0.00000000000E+000,  0.27201098475E-005,  0.41347303388E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72270017578E+005,  0.30919130157E+002,  0.25808746437E-003,  0.00000000000E+000,  0.27201156892E-005,  0.41347392254E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72270029297E+005,  0.30919199660E+002,  0.25808804651E-003,  0.00000000000E+000,  0.27201218221E-005,  0.41347485548E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72270052734E+005,  0.30919342435E+002,  0.25808924236E-003,  0.00000000000E+000,  0.27201344206E-005,  0.41347677191E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72270099609E+005,  0.30919607569E+002,  0.25809146307E-003,  0.00000000000E+000,  0.27201578159E-005,  0.41348033070E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72270193359E+005,  0.30919997482E+002,  0.25809472888E-003,  0.00000000000E+000,  0.27201922216E-005,  0.41348556437E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72270380859E+005,  0.30920368320E+002,  0.25809783491E-003,  0.00000000000E+000,  0.27202249440E-005,  0.41349054209E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72270755859E+005,  0.30920464380E+002,  0.25809863938E-003,  0.00000000000E+000,  0.27202334194E-005,  0.41349183132E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72270767578E+005,  0.30920466781E+002,  0.25809865949E-003,  0.00000000000E+000,  0.27202336313E-005,  0.41349186355E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72270791016E+005,  0.30920469406E+002,  0.25809868147E-003,  0.00000000000E+000,  0.27202338629E-005,  0.41349189878E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72270837891E+005,  0.30920467516E+002,  0.25809866563E-003,  0.00000000000E+000,  0.27202336960E-005,  0.41349187338E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72270931641E+005,  0.30920444163E+002,  0.25809847001E-003,  0.00000000000E+000,  0.27202316351E-005,  0.41349155985E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72270943359E+005,  0.30920440955E+002,  0.25809844313E-003,  0.00000000000E+000,  0.27202313520E-005,  0.41349151678E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72270966797E+005,  0.30920433502E+002,  0.25809838070E-003,  0.00000000000E+000,  0.27202306943E-005,  0.41349141672E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72271013672E+005,  0.30920415247E+002,  0.25809822779E-003,  0.00000000000E+000,  0.27202290834E-005,  0.41349117164E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72271107422E+005,  0.30920369661E+002,  0.25809784594E-003,  0.00000000000E+000,  0.27202250607E-005,  0.41349055966E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72271201172E+005,  0.30920317945E+002,  0.25809741275E-003,  0.00000000000E+000,  0.27202204970E-005,  0.41348986537E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72271388672E+005,  0.30920202077E+002,  0.25809644221E-003,  0.00000000000E+000,  0.27202102723E-005,  0.41348830986E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72271394531E+005,  0.30920198444E+002,  0.25809641178E-003,  0.00000000000E+000,  0.27202099518E-005,  0.41348826109E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72271406250E+005,  0.30920191134E+002,  0.25809635055E-003,  0.00000000000E+000,  0.27202093067E-005,  0.41348816296E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72271429688E+005,  0.30920176356E+002,  0.25809622677E-003,  0.00000000000E+000,  0.27202080027E-005,  0.41348796456E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72271476562E+005,  0.30920146292E+002,  0.25809597494E-003,  0.00000000000E+000,  0.27202053497E-005,  0.41348756095E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72271570312E+005,  0.30920084807E+002,  0.25809545994E-003,  0.00000000000E+000,  0.27201999241E-005,  0.41348673553E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72271757812E+005,  0.30919959186E+002,  0.25809440771E-003,  0.00000000000E+000,  0.27201888388E-005,  0.41348504907E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72271763672E+005,  0.30919955258E+002,  0.25809437480E-003,  0.00000000000E+000,  0.27201884922E-005,  0.41348499634E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72271775391E+005,  0.30919947392E+002,  0.25809430892E-003,  0.00000000000E+000,  0.27201877981E-005,  0.41348489074E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72271798828E+005,  0.30919931628E+002,  0.25809417687E-003,  0.00000000000E+000,  0.27201864070E-005,  0.41348467910E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72271845703E+005,  0.30919899994E+002,  0.25809391189E-003,  0.00000000000E+000,  0.27201836155E-005,  0.41348425441E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72271939453E+005,  0.30919836462E+002,  0.25809337974E-003,  0.00000000000E+000,  0.27201780092E-005,  0.41348340150E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72272126953E+005,  0.30919708938E+002,  0.25809231157E-003,  0.00000000000E+000,  0.27201667560E-005,  0.41348168950E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72272132812E+005,  0.30919704952E+002,  0.25809227819E-003,  0.00000000000E+000,  0.27201664043E-005,  0.41348163599E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72272144531E+005,  0.30919696980E+002,  0.25809221141E-003,  0.00000000000E+000,  0.27201657008E-005,  0.41348152896E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72272167969E+005,  0.30919681029E+002,  0.25809207780E-003,  0.00000000000E+000,  0.27201642932E-005,  0.41348131482E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72272214844E+005,  0.30919649111E+002,  0.25809181045E-003,  0.00000000000E+000,  0.27201614767E-005,  0.41348088633E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72272308594E+005,  0.30919585242E+002,  0.25809127547E-003,  0.00000000000E+000,  0.27201558407E-005,  0.41348002889E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72272496094E+005,  0.30919457461E+002,  0.25809020514E-003,  0.00000000000E+000,  0.27201445648E-005,  0.41347831342E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72272871094E+005,  0.30919201745E+002,  0.25808806321E-003,  0.00000000000E+000,  0.27201219996E-005,  0.41347488044E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72273246094E+005,  0.30918945725E+002,  0.25808591874E-003,  0.00000000000E+000,  0.27200994075E-005,  0.41347144337E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72273257812E+005,  0.30918937724E+002,  0.25808585172E-003,  0.00000000000E+000,  0.27200987015E-005,  0.41347133596E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72273281250E+005,  0.30918921721E+002,  0.25808571767E-003,  0.00000000000E+000,  0.27200972893E-005,  0.41347112112E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72273328125E+005,  0.30918889710E+002,  0.25808544954E-003,  0.00000000000E+000,  0.27200944645E-005,  0.41347069137E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72273421875E+005,  0.30918825662E+002,  0.25808491307E-003,  0.00000000000E+000,  0.27200888127E-005,  0.41346983154E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72273609375E+005,  0.30918697450E+002,  0.25808383914E-003,  0.00000000000E+000,  0.27200774989E-005,  0.41346811029E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72273984375E+005,  0.30918440440E+002,  0.25808168636E-003,  0.00000000000E+000,  0.27200548194E-005,  0.41346465994E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72273996094E+005,  0.30918432408E+002,  0.25808161909E-003,  0.00000000000E+000,  0.27200541106E-005,  0.41346455211E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72274019531E+005,  0.30918416342E+002,  0.25808148451E-003,  0.00000000000E+000,  0.27200526929E-005,  0.41346433641E-008,  0.00000000000E+000,  0.00000000000E+000
