"           TIME(S)","              HEAT","            FLOW_G","            FLOW_L","      FLOW_G_WATER","        FLOW_G_AIR","      FLOW_L_WATER","        FLOW_L_AIR"
  0.72270005859E+005,  0.27813839139E+001,  0.23189323160E-004,  0.00000000000E+000,  0.24445636503E-006,  0.37150707935E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270017578E+005,  0.27814134064E+001,  0.23189570157E-004,  0.00000000000E+000,  0.24445896774E-006,  0.37151103681E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270029297E+005,  0.27814387059E+001,  0.23189782037E-004,  0.00000000000E+000,  0.24446120041E-006,  0.37151443188E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270052734E+005,  0.27814691831E+001,  0.23190037273E-004,  0.00000000000E+000,  0.24446388995E-006,  0.37151852204E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270099609E+005,  0.27814935420E+001,  0.23190241249E-004,  0.00000000000E+000,  0.24446603938E-006,  0.37152179113E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270193359E+005,  0.27815037183E+001,  0.23190326410E-004,  0.00000000000E+000,  0.24446693688E-006,  0.37152315624E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270380859E+005,  0.27814984666E+001,  0.23190282291E-004,  0.00000000000E+000,  0.24446647224E-006,  0.37152244934E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270755859E+005,  0.27814769142E+001,  0.23190101515E-004,  0.00000000000E+000,  0.24446456786E-006,  0.37151955208E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270767578E+005,  0.27814762321E+001,  0.23190095793E-004,  0.00000000000E+000,  0.24446450758E-006,  0.37151946037E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270791016E+005,  0.27814748439E+001,  0.23190084150E-004,  0.00000000000E+000,  0.24446438493E-006,  0.37151927377E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270837891E+005,  0.27814720136E+001,  0.23190060412E-004,  0.00000000000E+000,  0.24446413486E-006,  0.37151889332E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270931641E+005,  0.27814662475E+001,  0.23190012052E-004,  0.00000000000E+000,  0.24446362539E-006,  0.37151811823E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270943359E+005,  0.27814655252E+001,  0.23190005994E-004,  0.00000000000E+000,  0.24446356158E-006,  0.37151802115E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270966797E+005,  0.27814640757E+001,  0.23189993837E-004,  0.00000000000E+000,  0.24446343351E-006,  0.37151782630E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271013672E+005,  0.27814611607E+001,  0.23189969390E-004,  0.00000000000E+000,  0.24446317596E-006,  0.37151743448E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271107422E+005,  0.27814552814E+001,  0.23189920082E-004,  0.00000000000E+000,  0.24446265651E-006,  0.37151664419E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271201172E+005,  0.27814493620E+001,  0.23189870438E-004,  0.00000000000E+000,  0.24446213353E-006,  0.37151584853E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271388672E+005,  0.27814374223E+001,  0.23189770305E-004,  0.00000000000E+000,  0.24446107866E-006,  0.37151424366E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271394531E+005,  0.27814370491E+001,  0.23189767176E-004,  0.00000000000E+000,  0.24446104568E-006,  0.37151419350E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271406250E+005,  0.27814363023E+001,  0.23189760912E-004,  0.00000000000E+000,  0.24446097970E-006,  0.37151409311E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271429688E+005,  0.27814348073E+001,  0.23189748375E-004,  0.00000000000E+000,  0.24446084762E-006,  0.37151389217E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271476562E+005,  0.27814318128E+001,  0.23189723261E-004,  0.00000000000E+000,  0.24446058305E-006,  0.37151348966E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271570312E+005,  0.27814258114E+001,  0.23189672930E-004,  0.00000000000E+000,  0.24446005283E-006,  0.37151268298E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271757812E+005,  0.27814137975E+001,  0.23189572176E-004,  0.00000000000E+000,  0.24445899141E-006,  0.37151106815E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271763672E+005,  0.27814134220E+001,  0.23189569028E-004,  0.00000000000E+000,  0.24445895824E-006,  0.37151101768E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271775391E+005,  0.27814126711E+001,  0.23189562730E-004,  0.00000000000E+000,  0.24445889189E-006,  0.37151091675E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271798828E+005,  0.27814111692E+001,  0.23189550135E-004,  0.00000000000E+000,  0.24445875920E-006,  0.37151071488E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271845703E+005,  0.27814081658E+001,  0.23189524946E-004,  0.00000000000E+000,  0.24445849384E-006,  0.37151031117E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271939453E+005,  0.27814021630E+001,  0.23189474604E-004,  0.00000000000E+000,  0.24445796351E-006,  0.37150950432E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72272126953E+005,  0.27813901888E+001,  0.23189374182E-004,  0.00000000000E+000,  0.24445690558E-006,  0.37150789480E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72272132812E+005,  0.27813898146E+001,  0.23189371044E-004,  0.00000000000E+000,  0.24445687252E-006,  0.37150784451E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72272144531E+005,  0.27813890664E+001,  0.23189364769E-004,  0.00000000000E+000,  0.24445680642E-006,  0.37150774394E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72272167969E+005,  0.27813875705E+001,  0.23189352224E-004,  0.00000000000E+000,  0.24445667426E-006,  0.37150754288E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72272214844E+005,  0.27813845811E+001,  0.23189327153E-004,  0.00000000000E+000,  0.24445641014E-006,  0.37150714105E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72272308594E+005,  0.27813786119E+001,  0.23189277093E-004,  0.00000000000E+000,  0.24445588276E-006,  0.37150633871E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72272496094E+005,  0.27813667137E+001,  0.23189177307E-004,  0.00000000000E+000,  0.24445483155E-006,  0.37150473940E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72272871094E+005,  0.27813430509E+001,  0.23188978856E-004,  0.00000000000E+000,  0.24445274091E-006,  0.37150155872E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72273246094E+005,  0.27813194868E+001,  0.23188781232E-004,  0.00000000000E+000,  0.24445065899E-006,  0.37149839130E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72273257812E+005,  0.27813187505E+001,  0.23188775057E-004,  0.00000000000E+000,  0.24445059394E-006,  0.37149829234E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72273281250E+005,  0.27813172784E+001,  0.23188762710E-004,  0.00000000000E+000,  0.24445046387E-006,  0.37149809445E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72273328125E+005,  0.27813143354E+001,  0.23188738028E-004,  0.00000000000E+000,  0.24445020385E-006,  0.37149769886E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72273421875E+005,  0.27813084546E+001,  0.23188688708E-004,  0.00000000000E+000,  0.24444968428E-006,  0.37149690838E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72273609375E+005,  0.27812967093E+001,  0.23188590203E-004,  0.00000000000E+000,  0.24444864655E-006,  0.37149532960E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72273984375E+005,  0.27812732558E+001,  0.23188393505E-004,  0.00000000000E+000,  0.24444657439E-006,  0.37149217702E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72273996094E+005,  0.27812725229E+001,  0.23188387358E-004,  0.00000000000E+000,  0.24444650964E-006,  0.37149207851E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72274019531E+005,  0.27812710573E+001,  0.23188375066E-004,  0.00000000000E+000,  0.24444638014E-006,  0.37149188150E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72274066406E+005,  0.27812681265E+001,  0.23188350487E-004,  0.00000000000E+000,  0.24444612120E-006,  0.37149148755E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72274160156E+005,  0.27812622665E+001,  0.23188301340E-004,  0.00000000000E+000,  0.24444560346E-006,  0.37149069986E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72274347656E+005,  0.27812505503E+001,  0.23188203079E-004,  0.00000000000E+000,  0.24444456831E-006,  0.37148912498E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72274722656E+005,  0.27812271169E+001,  0.23188006549E-004,  0.00000000000E+000,  0.24444249792E-006,  0.37148597511E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72274734375E+005,  0.27812263846E+001,  0.23188000408E-004,  0.00000000000E+000,  0.24444243322E-006,  0.37148587668E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72274757812E+005,  0.27812249200E+001,  0.23187988125E-004,  0.00000000000E+000,  0.24444230382E-006,  0.37148567981E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72274804688E+005,  0.27812219908E+001,  0.23187963558E-004,  0.00000000000E+000,  0.24444204502E-006,  0.37148528606E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72274898438E+005,  0.27812161318E+001,  0.23187914420E-004,  0.00000000000E+000,  0.24444152736E-006,  0.37148449851E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72275085938E+005,  0.27812044108E+001,  0.23187816119E-004,  0.00000000000E+000,  0.24444049178E-006,  0.37148292299E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72275460938E+005,  0.27811809486E+001,  0.23187619348E-004,  0.00000000000E+000,  0.24443841885E-006,  0.37147976925E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72275472656E+005,  0.27811802154E+001,  0.23187613198E-004,  0.00000000000E+000,  0.24443835407E-006,  0.37147967069E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72275496094E+005,  0.27811787488E+001,  0.23187600899E-004,  0.00000000000E+000,  0.24443822450E-006,  0.37147947356E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72275542969E+005,  0.27811758155E+001,  0.23187576298E-004,  0.00000000000E+000,  0.24443796533E-006,  0.37147907927E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72275636719E+005,  0.27811699474E+001,  0.23187527084E-004,  0.00000000000E+000,  0.24443744688E-006,  0.37147829049E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72275824219E+005,  0.27811582047E+001,  0.23187428601E-004,  0.00000000000E+000,  0.24443640939E-006,  0.37147671207E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72276199219E+005,  0.27811346913E+001,  0.23187231401E-004,  0.00000000000E+000,  0.24443433193E-006,  0.37147355144E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72276949219E+005,  0.27810875467E+001,  0.23186836014E-004,  0.00000000000E+000,  0.24443016664E-006,  0.37146721440E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72277699219E+005,  0.27810402888E+001,  0.23186439679E-004,  0.00000000000E+000,  0.24442599134E-006,  0.37146086215E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72277705078E+005,  0.27810399196E+001,  0.23186436583E-004,  0.00000000000E+000,  0.24442595872E-006,  0.37146081252E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72277716797E+005,  0.27810391812E+001,  0.23186430390E-004,  0.00000000000E+000,  0.24442589348E-006,  0.37146071327E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72277740234E+005,  0.27810377042E+001,  0.23186418003E-004,  0.00000000000E+000,  0.24442576299E-006,  0.37146051473E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72277787109E+005,  0.27810347498E+001,  0.23186393225E-004,  0.00000000000E+000,  0.24442550196E-006,  0.37146011761E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72277880859E+005,  0.27810288391E+001,  0.23186343654E-004,  0.00000000000E+000,  0.24442497975E-006,  0.37145932312E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72278068359E+005,  0.27810170110E+001,  0.23186244456E-004,  0.00000000000E+000,  0.24442393472E-006,  0.37145773322E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72278443359E+005,  0.27809933285E+001,  0.23186045840E-004,  0.00000000000E+000,  0.24442184234E-006,  0.37145454991E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72279193359E+005,  0.27809458700E+001,  0.23185647824E-004,  0.00000000000E+000,  0.24441764934E-006,  0.37144817072E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72279199219E+005,  0.27809454992E+001,  0.23185644714E-004,  0.00000000000E+000,  0.24441761658E-006,  0.37144812089E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72279210938E+005,  0.27809447576E+001,  0.23185638495E-004,  0.00000000000E+000,  0.24441755106E-006,  0.37144802121E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72279234375E+005,  0.27809432744E+001,  0.23185626056E-004,  0.00000000000E+000,  0.24441742002E-006,  0.37144782184E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72279281250E+005,  0.27809403075E+001,  0.23185601174E-004,  0.00000000000E+000,  0.24441715790E-006,  0.37144742305E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72279375000E+005,  0.27809343725E+001,  0.23185551399E-004,  0.00000000000E+000,  0.24441663353E-006,  0.37144662527E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72279562500E+005,  0.27809224968E+001,  0.23185451803E-004,  0.00000000000E+000,  0.24441558430E-006,  0.37144502900E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72279937500E+005,  0.27808987250E+001,  0.23185252438E-004,  0.00000000000E+000,  0.24441348404E-006,  0.37144183369E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72280687500E+005,  0.27808511101E+001,  0.23184853113E-004,  0.00000000000E+000,  0.24440927724E-006,  0.37143543352E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72280693359E+005,  0.27808507381E+001,  0.23184849993E-004,  0.00000000000E+000,  0.24440924438E-006,  0.37143538352E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72280705078E+005,  0.27808499941E+001,  0.23184843754E-004,  0.00000000000E+000,  0.24440917864E-006,  0.37143528352E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72280728516E+005,  0.27808485060E+001,  0.23184831274E-004,  0.00000000000E+000,  0.24440904717E-006,  0.37143508349E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72280775391E+005,  0.27808455296E+001,  0.23184806312E-004,  0.00000000000E+000,  0.24440878420E-006,  0.37143468342E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72280869141E+005,  0.27808395756E+001,  0.23184756378E-004,  0.00000000000E+000,  0.24440825816E-006,  0.37143388311E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72281056641E+005,  0.27808276636E+001,  0.23184656477E-004,  0.00000000000E+000,  0.24440720573E-006,  0.37143228196E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72281431641E+005,  0.27808038242E+001,  0.23184456547E-004,  0.00000000000E+000,  0.24440509951E-006,  0.37142907758E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72282181641E+005,  0.27807560929E+001,  0.23184056247E-004,  0.00000000000E+000,  0.24440088243E-006,  0.37142266178E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72282187500E+005,  0.27807557199E+001,  0.23184053119E-004,  0.00000000000E+000,  0.24440084949E-006,  0.37142261165E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72282199219E+005,  0.27807549741E+001,  0.23184046864E-004,  0.00000000000E+000,  0.24440078359E-006,  0.37142251140E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72282222656E+005,  0.27807534824E+001,  0.23184034354E-004,  0.00000000000E+000,  0.24440065180E-006,  0.37142231090E-009,  0.00000000000E+000,  0.00000000000E+000
