"           TIME(S)","              HEAT","            FLOW_G","            FLOW_L","      FLOW_G_WATER","        FLOW_G_AIR","      FLOW_L_WATER","        FLOW_L_AIR"
  0.72270005859E+005,  0.13811519604E+002,  0.11528693156E-003,  0.00000000000E+000,  0.12150684191E-005,  0.18469759182E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72270017578E+005,  0.13811539122E+002,  0.11528709504E-003,  0.00000000000E+000,  0.12150701414E-005,  0.18469785375E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72270029297E+005,  0.13811555864E+002,  0.11528723526E-003,  0.00000000000E+000,  0.12150716187E-005,  0.18469807841E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72270052734E+005,  0.13811581221E+002,  0.11528744764E-003,  0.00000000000E+000,  0.12150738561E-005,  0.18469841865E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72270099609E+005,  0.13811611303E+002,  0.11528769959E-003,  0.00000000000E+000,  0.12150765104E-005,  0.18469882217E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72270193359E+005,  0.13811634105E+002,  0.11528789055E-003,  0.00000000000E+000,  0.12150785223E-005,  0.18469912784E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72270380859E+005,  0.13811632476E+002,  0.11528787684E-003,  0.00000000000E+000,  0.12150783780E-005,  0.18469910551E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72270755859E+005,  0.13811568679E+002,  0.11528734238E-003,  0.00000000000E+000,  0.12150727476E-005,  0.18469824866E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72270767578E+005,  0.13811566630E+002,  0.11528732521E-003,  0.00000000000E+000,  0.12150725667E-005,  0.18469822113E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72270791016E+005,  0.13811562328E+002,  0.11528728917E-003,  0.00000000000E+000,  0.12150721871E-005,  0.18469816336E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72270837891E+005,  0.13811553018E+002,  0.11528721118E-003,  0.00000000000E+000,  0.12150713654E-005,  0.18469803834E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72270931641E+005,  0.13811532095E+002,  0.11528703590E-003,  0.00000000000E+000,  0.12150695189E-005,  0.18469775739E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72270943359E+005,  0.13811529444E+002,  0.11528701370E-003,  0.00000000000E+000,  0.12150692850E-005,  0.18469772180E-008,  0.00000000000E+000,  0.00000000000E+000
  0.72270966797E+005,  0.13811524010E+002,  0.11528696818E-003,  0.00000000000E+000,  0.12150688055E-005,  0.18469764884E-008,  0.00000000000E+000,  0.00000000000E+000
