"           TIME(S)","              HEAT","            FLOW_G","            FLOW_L","      FLOW_G_WATER","        FLOW_G_AIR","      FLOW_L_WATER","        FLOW_L_AIR"
  0.72270005859E+005,  0.96653420254E+000,  0.80455099721E-005,  0.00000000000E+000,  0.84838332377E-007,  0.12889339987E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270017578E+005,  0.96653154232E+000,  0.80454876916E-005,  0.00000000000E+000,  0.84838097538E-007,  0.12889304277E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270029297E+005,  0.96652975545E+000,  0.80454727247E-005,  0.00000000000E+000,  0.84837939787E-007,  0.12889280288E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270052734E+005,  0.96652860778E+000,  0.80454631080E-005,  0.00000000000E+000,  0.84837838434E-007,  0.12889264870E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270099609E+005,  0.96652958292E+000,  0.80454712626E-005,  0.00000000000E+000,  0.84837924409E-007,  0.12889277932E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270193359E+005,  0.96653190734E+000,  0.80454907052E-005,  0.00000000000E+000,  0.84838129385E-007,  0.12889309087E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270380859E+005,  0.96653214114E+000,  0.80454926170E-005,  0.00000000000E+000,  0.84838149624E-007,  0.12889312150E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270755859E+005,  0.96652641397E+000,  0.80454445634E-005,  0.00000000000E+000,  0.84837643296E-007,  0.12889235134E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270767578E+005,  0.96652622932E+000,  0.80454430142E-005,  0.00000000000E+000,  0.84837626972E-007,  0.12889232651E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270791016E+005,  0.96652584025E+000,  0.80454397503E-005,  0.00000000000E+000,  0.84837592580E-007,  0.12889227420E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270837891E+005,  0.96652500174E+000,  0.80454327167E-005,  0.00000000000E+000,  0.84837518465E-007,  0.12889216147E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270931641E+005,  0.96652317414E+000,  0.80454173887E-005,  0.00000000000E+000,  0.84837356946E-007,  0.12889191580E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270943359E+005,  0.96652294350E+000,  0.80454154544E-005,  0.00000000000E+000,  0.84837336563E-007,  0.12889188480E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270966797E+005,  0.96652247458E+000,  0.80454115217E-005,  0.00000000000E+000,  0.84837295122E-007,  0.12889182177E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271013672E+005,  0.96652151295E+000,  0.80454034571E-005,  0.00000000000E+000,  0.84837210140E-007,  0.12889169251E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271107422E+005,  0.96651952738E+000,  0.80453868062E-005,  0.00000000000E+000,  0.84837034677E-007,  0.12889142564E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271201172E+005,  0.96651750045E+000,  0.80453698090E-005,  0.00000000000E+000,  0.84836855563E-007,  0.12889115322E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271388672E+005,  0.96651336501E+000,  0.80453351312E-005,  0.00000000000E+000,  0.84836490133E-007,  0.12889059743E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271394531E+005,  0.96651323570E+000,  0.80453340468E-005,  0.00000000000E+000,  0.84836478707E-007,  0.12889058005E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271406250E+005,  0.96651297678E+000,  0.80453318757E-005,  0.00000000000E+000,  0.84836455828E-007,  0.12889054525E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271429688E+005,  0.96651245794E+000,  0.80453275250E-005,  0.00000000000E+000,  0.84836409980E-007,  0.12889047552E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271476562E+005,  0.96651141702E+000,  0.80453187965E-005,  0.00000000000E+000,  0.84836318000E-007,  0.12889033563E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271570312E+005,  0.96650932732E+000,  0.80453012735E-005,  0.00000000000E+000,  0.84836133345E-007,  0.12889005478E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271757812E+005,  0.96650513936E+000,  0.80452661559E-005,  0.00000000000E+000,  0.84835763280E-007,  0.12888949194E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271763672E+005,  0.96650500847E+000,  0.80452650584E-005,  0.00000000000E+000,  0.84835751715E-007,  0.12888947435E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271775391E+005,  0.96650474669E+000,  0.80452628632E-005,  0.00000000000E+000,  0.84835728582E-007,  0.12888943916E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271798828E+005,  0.96650422305E+000,  0.80452584723E-005,  0.00000000000E+000,  0.84835682311E-007,  0.12888936879E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271845703E+005,  0.96650317577E+000,  0.80452496905E-005,  0.00000000000E+000,  0.84835589770E-007,  0.12888922804E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271939453E+005,  0.96650108272E+000,  0.80452321396E-005,  0.00000000000E+000,  0.84835404819E-007,  0.12888894674E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72272126953E+005,  0.96649690893E+000,  0.80451971407E-005,  0.00000000000E+000,  0.84835036005E-007,  0.12888838580E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72272132812E+005,  0.96649677851E+000,  0.80451960471E-005,  0.00000000000E+000,  0.84835024481E-007,  0.12888836828E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72272144531E+005,  0.96649651773E+000,  0.80451938603E-005,  0.00000000000E+000,  0.84835001436E-007,  0.12888833323E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72272167969E+005,  0.96649599636E+000,  0.80451894884E-005,  0.00000000000E+000,  0.84834955366E-007,  0.12888826316E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72272214844E+005,  0.96649495453E+000,  0.80451807522E-005,  0.00000000000E+000,  0.84834863306E-007,  0.12888812314E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72272308594E+005,  0.96649287479E+000,  0.80451633127E-005,  0.00000000000E+000,  0.84834679530E-007,  0.12888784363E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72272496094E+005,  0.96648873121E+000,  0.80451285668E-005,  0.00000000000E+000,  0.84834313382E-007,  0.12888728674E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72272871094E+005,  0.96648049718E+000,  0.80450595199E-005,  0.00000000000E+000,  0.84833585777E-007,  0.12888618010E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72273246094E+005,  0.96647230287E+000,  0.80449908057E-005,  0.00000000000E+000,  0.84832861677E-007,  0.12888507879E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72273257812E+005,  0.96647204683E+000,  0.80449886587E-005,  0.00000000000E+000,  0.84832839052E-007,  0.12888504438E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72273281250E+005,  0.96647153492E+000,  0.80449843659E-005,  0.00000000000E+000,  0.84832793816E-007,  0.12888497558E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72273328125E+005,  0.96647051165E+000,  0.80449757852E-005,  0.00000000000E+000,  0.84832703394E-007,  0.12888483805E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72273421875E+005,  0.96646846721E+000,  0.80449586413E-005,  0.00000000000E+000,  0.84832522734E-007,  0.12888456328E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72273609375E+005,  0.96646438501E+000,  0.80449244094E-005,  0.00000000000E+000,  0.84832162005E-007,  0.12888401464E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72273984375E+005,  0.96645623687E+000,  0.80448560818E-005,  0.00000000000E+000,  0.84831441981E-007,  0.12888291952E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72273996094E+005,  0.96645598226E+000,  0.80448539467E-005,  0.00000000000E+000,  0.84831419481E-007,  0.12888288530E-009,  0.00000000000E+000,  0.00000000000E+000
