"           TIME(S)","              HEAT","            FLOW_G","            FLOW_L","      FLOW_G_WATER","        FLOW_G_AIR","      FLOW_L_WATER","        FLOW_L_AIR"
  0.72270005859E+005,  0.26322527819E+000,  0.21892200097E-005,  0.00000000000E+000,  0.23088511963E-007,  0.35072413545E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270017578E+005,  0.26322486903E+000,  0.21892165829E-005,  0.00000000000E+000,  0.23088475839E-007,  0.35072358627E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270029297E+005,  0.26322446329E+000,  0.21892131850E-005,  0.00000000000E+000,  0.23088440018E-007,  0.35072304169E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270052734E+005,  0.26322376551E+000,  0.21892073410E-005,  0.00000000000E+000,  0.23088378413E-007,  0.35072210507E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270099609E+005,  0.26322303881E+000,  0.21892012542E-005,  0.00000000000E+000,  0.23088314248E-007,  0.35072112949E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270193359E+005,  0.26322278474E+000,  0.21891991236E-005,  0.00000000000E+000,  0.23088291793E-007,  0.35072078797E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270380859E+005,  0.26322262096E+000,  0.21891977460E-005,  0.00000000000E+000,  0.23088277282E-007,  0.35072056716E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270755859E+005,  0.26322115876E+000,  0.21891854893E-005,  0.00000000000E+000,  0.23088148095E-007,  0.35071860274E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270767578E+005,  0.26322111191E+000,  0.21891850966E-005,  0.00000000000E+000,  0.23088143955E-007,  0.35071853980E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270791016E+005,  0.26322101351E+000,  0.21891842718E-005,  0.00000000000E+000,  0.23088135262E-007,  0.35071840761E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270837891E+005,  0.26322079968E+000,  0.21891824797E-005,  0.00000000000E+000,  0.23088116373E-007,  0.35071812039E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270931641E+005,  0.26322032307E+000,  0.21891784855E-005,  0.00000000000E+000,  0.23088074272E-007,  0.35071748023E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270943359E+005,  0.26322026277E+000,  0.21891779802E-005,  0.00000000000E+000,  0.23088068945E-007,  0.35071739923E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72270966797E+005,  0.26322013955E+000,  0.21891769476E-005,  0.00000000000E+000,  0.23088058061E-007,  0.35071723373E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271013672E+005,  0.26321988469E+000,  0.21891748119E-005,  0.00000000000E+000,  0.23088035549E-007,  0.35071689144E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271107422E+005,  0.26321935257E+000,  0.21891703529E-005,  0.00000000000E+000,  0.23087988549E-007,  0.35071617679E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271201172E+005,  0.26321880559E+000,  0.21891657694E-005,  0.00000000000E+000,  0.23087940235E-007,  0.35071544218E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271388672E+005,  0.26321768268E+000,  0.21891563602E-005,  0.00000000000E+000,  0.23087841054E-007,  0.35071393412E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271394531E+005,  0.26321764756E+000,  0.21891560659E-005,  0.00000000000E+000,  0.23087837952E-007,  0.35071388696E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271406250E+005,  0.26321757722E+000,  0.21891554765E-005,  0.00000000000E+000,  0.23087831739E-007,  0.35071379249E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271429688E+005,  0.26321743618E+000,  0.21891542947E-005,  0.00000000000E+000,  0.23087819282E-007,  0.35071360308E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271476562E+005,  0.26321715297E+000,  0.21891519216E-005,  0.00000000000E+000,  0.23087794268E-007,  0.35071322273E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271570312E+005,  0.26321658380E+000,  0.21891471523E-005,  0.00000000000E+000,  0.23087743995E-007,  0.35071245834E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271757812E+005,  0.26321544212E+000,  0.21891375858E-005,  0.00000000000E+000,  0.23087643157E-007,  0.35071092510E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271763672E+005,  0.26321540644E+000,  0.21891372868E-005,  0.00000000000E+000,  0.23087640006E-007,  0.35071087718E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271775391E+005,  0.26321533507E+000,  0.21891366888E-005,  0.00000000000E+000,  0.23087633702E-007,  0.35071078133E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271798828E+005,  0.26321519230E+000,  0.21891354925E-005,  0.00000000000E+000,  0.23087621092E-007,  0.35071058959E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271845703E+005,  0.26321490673E+000,  0.21891330996E-005,  0.00000000000E+000,  0.23087595869E-007,  0.35071020608E-010,  0.00000000000E+000,  0.00000000000E+000
  0.72271939453E+005,  0.26321433594E+000,  0.21891283168E-005,  0.00000000000E+000,  0.23087545454E-007,  0.35070943952E-010,  0.00000000000E+000,  0.00000000000E+000
