"           TIME(S)","              HEAT","            FLOW_G","            FLOW_L","      FLOW_G_WATER","        FLOW_G_AIR","      FLOW_L_WATER","        FLOW_L_AIR"
  0.72270005859E+005,  0.74683431675E-001,  0.62106757454E-006,  0.00000000000E+000,  0.65501908772E-008,  0.99498158699E-011,  0.00000000000E+000,  0.00000000000E+000
  0.72270017578E+005,  0.74683431138E-001,  0.62106756996E-006,  0.00000000000E+000,  0.65501908290E-008,  0.99498157973E-011,  0.00000000000E+000,  0.00000000000E+000
  0.72270029297E+005,  0.74683363067E-001,  0.62106699985E-006,  0.00000000000E+000,  0.65501848190E-008,  0.99498066602E-011,  0.00000000000E+000,  0.00000000000E+000
  0.72270052734E+005,  0.74683183728E-001,  0.62106549791E-006,  0.00000000000E+000,  0.65501689855E-008,  0.99497825882E-011,  0.00000000000E+000,  0.00000000000E+000
  0.72270099609E+005,  0.74682944239E-001,  0.62106349210E-006,  0.00000000000E+000,  0.65501478405E-008,  0.99497504405E-011,  0.00000000000E+000,  0.00000000000E+000
  0.72270193359E+005,  0.74682819941E-001,  0.62106245052E-006,  0.00000000000E+000,  0.65501368613E-008,  0.99497337467E-011,  0.00000000000E+000,  0.00000000000E+000
  0.72270380859E+005,  0.74682753436E-001,  0.62106189216E-006,  0.00000000000E+000,  0.65501309777E-008,  0.99497247975E-011,  0.00000000000E+000,  0.00000000000E+000
  0.72270755859E+005,  0.74682341838E-001,  0.62105844259E-006,  0.00000000000E+000,  0.65500946170E-008,  0.99496695102E-011,  0.00000000000E+000,  0.00000000000E+000
  0.72270767578E+005,  0.74682328681E-001,  0.62105833233E-006,  0.00000000000E+000,  0.65500934547E-008,  0.99496677429E-011,  0.00000000000E+000,  0.00000000000E+000
  0.72270791016E+005,  0.74682301112E-001,  0.62105810129E-006,  0.00000000000E+000,  0.65500910194E-008,  0.99496640400E-011,  0.00000000000E+000,  0.00000000000E+000
  0.72270837891E+005,  0.74682241199E-001,  0.62105759923E-006,  0.00000000000E+000,  0.65500857273E-008,  0.99496559933E-011,  0.00000000000E+000,  0.00000000000E+000
  0.72270931641E+005,  0.74682107162E-001,  0.62105647609E-006,  0.00000000000E+000,  0.65500738882E-008,  0.99496379924E-011,  0.00000000000E+000,  0.00000000000E+000
  0.72270943359E+005,  0.74682090195E-001,  0.62105633392E-006,  0.00000000000E+000,  0.65500723896E-008,  0.99496357138E-011,  0.00000000000E+000,  0.00000000000E+000
  0.72270966797E+005,  0.74682055493E-001,  0.62105604315E-006,  0.00000000000E+000,  0.65500693246E-008,  0.99496310535E-011,  0.00000000000E+000,  0.00000000000E+000
  0.72271013672E+005,  0.74681983599E-001,  0.62105544076E-006,  0.00000000000E+000,  0.65500629748E-008,  0.99496213988E-011,  0.00000000000E+000,  0.00000000000E+000
  0.72271107422E+005,  0.74681833146E-001,  0.62105418016E-006,  0.00000000000E+000,  0.65500496866E-008,  0.99496011948E-011,  0.00000000000E+000,  0.00000000000E+000
  0.72271201172E+005,  0.74681678264E-001,  0.62105288248E-006,  0.00000000000E+000,  0.65500360075E-008,  0.99495803964E-011,  0.00000000000E+000,  0.00000000000E+000
  0.72271388672E+005,  0.74681359887E-001,  0.62105021498E-006,  0.00000000000E+000,  0.65500078888E-008,  0.99495376435E-011,  0.00000000000E+000,  0.00000000000E+000
  0.72271394531E+005,  0.74681349929E-001,  0.62105013155E-006,  0.00000000000E+000,  0.65500070094E-008,  0.99495363064E-011,  0.00000000000E+000,  0.00000000000E+000
  0.72271406250E+005,  0.74681329984E-001,  0.62104996444E-006,  0.00000000000E+000,  0.65500052479E-008,  0.99495336281E-011,  0.00000000000E+000,  0.00000000000E+000
  0.72271429688E+005,  0.74681289985E-001,  0.62104962932E-006,  0.00000000000E+000,  0.65500017153E-008,  0.99495282570E-011,  0.00000000000E+000,  0.00000000000E+000
