"           TIME(S)","              HEAT","            FLOW_G","            FLOW_L","      FLOW_G_WATER","        FLOW_G_AIR","      FLOW_L_WATER","        FLOW_L_AIR"
  0.20000000000E+001,  0.30778554611E-001,  0.21817577280E-008,  0.00000000000E+000,  0.23006253446E-010,  0.34938441606E-013,  0.00000000000E+000,  0.00000000000E+000
  0.40000000000E+001,  0.31030864741E-001,  0.42943918270E-008,  0.00000000000E+000,  0.45283550795E-010,  0.68770036005E-013,  0.00000000000E+000,  0.00000000000E+000
  0.80000000000E+001,  0.31491316728E-001,  0.81498901403E-008,  0.00000000000E+000,  0.85938846200E-010,  0.13051198409E-012,  0.00000000000E+000,  0.00000000000E+000
  0.12000000000E+002,  0.31911846470E-001,  0.11671166078E-007,  0.00000000000E+000,  0.12306967719E-009,  0.18690195683E-012,  0.00000000000E+000,  0.00000000000E+000
  0.20000000000E+002,  0.32620891475E-001,  0.17608509514E-007,  0.00000000000E+000,  0.18567686890E-009,  0.28198357792E-012,  0.00000000000E+000,  0.00000000000E+000
  0.36000000000E+002,  0.33666787351E-001,  0.26367226415E-007,  0.00000000000E+000,  0.27803360310E-009,  0.42224844592E-012,  0.00000000000E+000,  0.00000000000E+000
  0.60000000000E+002,  0.34725485418E-001,  0.35234404261E-007,  0.00000000000E+000,  0.37153298192E-009,  0.56425182927E-012,  0.00000000000E+000,  0.00000000000E+000
  0.10800000000E+003  0.35970748367E-001  0.45667306341E-007  0.00000000000E+000  0.48154071096E-009  0.73133164240E-012  0.00000000000E+000  0.00000000000E+000
  0.20400000000E+003  0.37569221213E-001  0.59064877547E-007  0.00000000000E+000  0.62280671381E-009  0.94589340927E-012  0.00000000000E+000  0.00000000000E+000
  0.30000000000E+003  0.38995175848E-001  0.71018151238E-007  0.00000000000E+000  0.74884182662E-009  0.11373282578E-011  0.00000000000E+000  0.00000000000E+000
  0.49200000000E+003  0.42065662735E-001  0.96754720638E-007  0.00000000000E+000  0.10202013849E-008  0.15495169693E-011  0.00000000000E+000  0.00000000000E+000
  0.68400000000E+003  0.45939935053E-001  0.12922085738E-006  0.00000000000E+000  0.13625032947E-008  0.20695051955E-011  0.00000000000E+000  0.00000000000E+000
  0.87600000000E+003  0.50888813322E-001  0.17068412111E-006  0.00000000000E+000  0.17996449511E-008  0.27336279713E-011  0.00000000000E+000  0.00000000000E+000
  0.92400000000E+003  0.52233741224E-001  0.18195177353E-006  0.00000000000E+000  0.19184344043E-008  0.29141101465E-011  0.00000000000E+000  0.00000000000E+000
  0.97200000000E+003  0.53723999374E-001  0.19443621080E-006  0.00000000000E+000  0.20500498922E-008  0.31140858323E-011  0.00000000000E+000  0.00000000000E+000
  0.10200000000E+004  0.55392167234E-001  0.20841021230E-006  0.00000000000E+000  0.21973664856E-008  0.33379255426E-011  0.00000000000E+000  0.00000000000E+000
  0.10680000000E+004  0.57205935530E-001  0.22360328831E-006  0.00000000000E+000  0.23575318894E-008  0.35812975158E-011  0.00000000000E+000  0.00000000000E+000
  0.10800000000E+004  0.57667656934E-001  0.22747088475E-006  0.00000000000E+000  0.23983036064E-008  0.36432518404E-011  0.00000000000E+000  0.00000000000E+000
  0.10920000000E+004  0.58136101861E-001  0.23139477716E-006  0.00000000000E+000  0.24396685880E-008  0.37061082729E-011  0.00000000000E+000  0.00000000000E+000
  0.11040000000E+004  0.58608532285E-001  0.23535204174E-006  0.00000000000E+000  0.24813851683E-008  0.37694995919E-011  0.00000000000E+000  0.00000000000E+000
  0.11160000000E+004  0.59080683212E-001  0.23930697023E-006  0.00000000000E+000  0.25230769168E-008  0.38328537655E-011  0.00000000000E+000  0.00000000000E+000
  0.11280000000E+004  0.59546680252E-001  0.24321037946E-006  0.00000000000E+000  0.25642253620E-008  0.38953828865E-011  0.00000000000E+000  0.00000000000E+000
  0.11400000000E+004  0.59999026449E-001  0.24699950139E-006  0.00000000000E+000  0.26041688367E-008  0.39560814086E-011  0.00000000000E+000  0.00000000000E+000
  0.11520000000E+004  0.60427025391E-001  0.25058478034E-006  0.00000000000E+000  0.26419633023E-008  0.40135146201E-011  0.00000000000E+000  0.00000000000E+000
  0.11640000000E+004  0.60780926031E-001  0.25354967622E-006  0.00000000000E+000  0.26732178269E-008  0.40610091995E-011  0.00000000000E+000  0.00000000000E+000
  0.11760000000E+004  0.60996273307E-001  0.25535453889E-006  0.00000000000E+000  0.26922437701E-008  0.40899197972E-011  0.00000000000E+000  0.00000000000E+000
  0.11880000000E+004  0.61032907416E-001  0.25566312943E-006  0.00000000000E+000  0.26954967582E-008  0.40948601308E-011  0.00000000000E+000  0.00000000000E+000
  0.12000000000E+004  0.60887398649E-001  0.25444673244E-006  0.00000000000E+000  0.26826741065E-008  0.40753706854E-011  0.00000000000E+000  0.00000000000E+000
