"           TIME(S)","              HEAT","            FLOW_G","            FLOW_L","      FLOW_G_WATER","        FLOW_G_AIR","      FLOW_L_WATER","        FLOW_L_AIR"
  0.72270005859E+005,  0.16374842162E+001,  0.13640512104E-004,  0.00000000000E+000,  0.14381748049E-006,  0.21852875976E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270017578E+005,  0.16374828357E+001,  0.13640500538E-004,  0.00000000000E+000,  0.14381735860E-006,  0.21852857425E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270029297E+005,  0.16374838663E+001,  0.13640509163E-004,  0.00000000000E+000,  0.14381744952E-006,  0.21852871233E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270052734E+005,  0.16374891644E+001,  0.13640553523E-004,  0.00000000000E+000,  0.14381791704E-006,  0.21852942303E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270099609E+005,  0.16374982424E+001,  0.13640629527E-004,  0.00000000000E+000,  0.14381871809E-006,  0.21853064094E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270193359E+005,  0.16375057306E+001,  0.13640692194E-004,  0.00000000000E+000,  0.14381937863E-006,  0.21853164524E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270380859E+005,  0.16375059901E+001,  0.13640694280E-004,  0.00000000000E+000,  0.14381940078E-006,  0.21853167868E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270755859E+005,  0.16374953370E+001,  0.13640604887E-004,  0.00000000000E+000,  0.14381845900E-006,  0.21853024598E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270767578E+005,  0.16374949945E+001,  0.13640602013E-004,  0.00000000000E+000,  0.14381842872E-006,  0.21853019991E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270791016E+005,  0.16374942788E+001,  0.13640596008E-004,  0.00000000000E+000,  0.14381836546E-006,  0.21853010367E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270837891E+005,  0.16374927635E+001,  0.13640583297E-004,  0.00000000000E+000,  0.14381823153E-006,  0.21852989994E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270931641E+005,  0.16374895439E+001,  0.13640556290E-004,  0.00000000000E+000,  0.14381794699E-006,  0.21852946709E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270943359E+005,  0.16374891388E+001,  0.13640552891E-004,  0.00000000000E+000,  0.14381791118E-006,  0.21852941262E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72270966797E+005,  0.16374883192E+001,  0.13640546017E-004,  0.00000000000E+000,  0.14381783875E-006,  0.21852930244E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271013672E+005,  0.16374866519E+001,  0.13640532031E-004,  0.00000000000E+000,  0.14381769140E-006,  0.21852907829E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271107422E+005,  0.16374832431E+001,  0.13640503439E-004,  0.00000000000E+000,  0.14381739015E-006,  0.21852862004E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271201172E+005,  0.16374797840E+001,  0.13640474426E-004,  0.00000000000E+000,  0.14381708447E-006,  0.21852815503E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271388672E+005,  0.16374727626E+001,  0.13640415536E-004,  0.00000000000E+000,  0.14381646399E-006,  0.21852721118E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271394531E+005,  0.16374725431E+001,  0.13640413695E-004,  0.00000000000E+000,  0.14381644460E-006,  0.21852718167E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271406250E+005,  0.16374721037E+001,  0.13640410010E-004,  0.00000000000E+000,  0.14381640577E-006,  0.21852712260E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271429688E+005,  0.16374712236E+001,  0.13640402628E-004,  0.00000000000E+000,  0.14381632799E-006,  0.21852700429E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271476562E+005,  0.16374694591E+001,  0.13640387829E-004,  0.00000000000E+000,  0.14381617207E-006,  0.21852676711E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271570312E+005,  0.16374659199E+001,  0.13640358145E-004,  0.00000000000E+000,  0.14381585931E-006,  0.21852629135E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271757812E+005,  0.16374588314E+001,  0.13640298693E-004,  0.00000000000E+000,  0.14381523291E-006,  0.21852533848E-009,  0.00000000000E+000,  0.00000000000E+000
  0.72271763672E+005,  0.16374586099E+001,  0.13640296835E-004,  0.00000000000E+000,  0.14381521334E-006,  0.21852530870E-009,  0.00000000000E+000,  0.00000000000E+000
