"           TIME(S)","              HEAT","            FLOW_G","            FLOW_L","      FLOW_G_WATER","        FLOW_G_AIR","      FLOW_L_WATER","        FLOW_L_AIR"
  0.72270005859E+005,  0.90757406348E+002,  0.75757017742E-003,  0.00000000000E+000,  0.79844157102E-005,  0.12136797896E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72270017578E+005,  0.90757109189E+002,  0.75756768846E-003,  0.00000000000E+000,  0.79843894888E-005,  0.12136758004E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72270029297E+005,  0.90756820543E+002,  0.75756527081E-003,  0.00000000000E+000,  0.79843640186E-005,  0.12136719254E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72270052734E+005,  0.90756274729E+002,  0.75756069915E-003,  0.00000000000E+000,  0.79843158558E-005,  0.12136645979E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72270099609E+005,  0.90755293310E+002,  0.75755247892E-003,  0.00000000000E+000,  0.79842292550E-005,  0.12136514223E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72270193359E+005,  0.90753683431E+002,  0.75753899479E-003,  0.00000000000E+000,  0.79840871986E-005,  0.12136298097E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72270380859E+005,  0.90751421495E+002,  0.75752004907E-003,  0.00000000000E+000,  0.79838876040E-005,  0.12135994439E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72270755859E+005,  0.90748831828E+002,  0.75749835820E-003,  0.00000000000E+000,  0.79836590892E-005,  0.12135646793E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72270767578E+005,  0.90748752734E+002,  0.75749769571E-003,  0.00000000000E+000,  0.79836521099E-005,  0.12135636175E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72270791016E+005,  0.90748601450E+002,  0.75749642857E-003,  0.00000000000E+000,  0.79836387604E-005,  0.12135615867E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72270837891E+005,  0.90748323429E+002,  0.75749409988E-003,  0.00000000000E+000,  0.79836142275E-005,  0.12135578544E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72270931641E+005,  0.90747845631E+002,  0.75749009786E-003,  0.00000000000E+000,  0.79835720660E-005,  0.12135514404E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72270943359E+005,  0.90747787091E+002,  0.75748960753E-003,  0.00000000000E+000,  0.79835669003E-005,  0.12135506545E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72270966797E+005,  0.90747674464E+002,  0.75748866416E-003,  0.00000000000E+000,  0.79835569619E-005,  0.12135491426E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72271013672E+005,  0.90747464975E+002,  0.75748690948E-003,  0.00000000000E+000,  0.79835384763E-005,  0.12135463304E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72271107422E+005,  0.90747095922E+002,  0.75748381829E-003,  0.00000000000E+000,  0.79835059104E-005,  0.12135413761E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72271201172E+005,  0.90746766303E+002,  0.75748105739E-003,  0.00000000000E+000,  0.79834768243E-005,  0.12135369512E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72271388672E+005,  0.90746209668E+002,  0.75747639498E-003,  0.00000000000E+000,  0.79834277056E-005,  0.12135294788E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72271394531E+005,  0.90746192372E+002,  0.75747625010E-003,  0.00000000000E+000,  0.79834261793E-005,  0.12135292466E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72271406250E+005,  0.90746158161E+002,  0.75747596355E-003,  0.00000000000E+000,  0.79834231604E-005,  0.12135287873E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72271429688E+005,  0.90746091167E+002,  0.75747540240E-003,  0.00000000000E+000,  0.79834172487E-005,  0.12135278880E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72271476562E+005,  0.90745962215E+002,  0.75747432229E-003,  0.00000000000E+000,  0.79834058697E-005,  0.12135261568E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72271570312E+005,  0.90745720164E+002,  0.75747229484E-003,  0.00000000000E+000,  0.79833845105E-005,  0.12135229074E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72271757812E+005,  0.90745277155E+002,  0.75746858414E-003,  0.00000000000E+000,  0.79833454181E-005,  0.12135169602E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72271763672E+005,  0.90745263350E+002,  0.75746846851E-003,  0.00000000000E+000,  0.79833442000E-005,  0.12135167749E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72271775391E+005,  0.90745235894E+002,  0.75746823853E-003,  0.00000000000E+000,  0.79833417771E-005,  0.12135164063E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72271798828E+005,  0.90745181553E+002,  0.75746778336E-003,  0.00000000000E+000,  0.79833369819E-005,  0.12135156768E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72271845703E+005,  0.90745074884E+002,  0.75746688989E-003,  0.00000000000E+000,  0.79833275692E-005,  0.12135142448E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72271939453E+005,  0.90744867877E+002,  0.75746515596E-003,  0.00000000000E+000,  0.79833093022E-005,  0.12135114657E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72272126953E+005,  0.90744470210E+002,  0.75746182503E-003,  0.00000000000E+000,  0.79832742109E-005,  0.12135061272E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72272132812E+005,  0.90744457799E+002,  0.75746172107E-003,  0.00000000000E+000,  0.79832731157E-005,  0.12135059605E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72272144531E+005,  0.90744433037E+002,  0.75746151366E-003,  0.00000000000E+000,  0.79832709306E-005,  0.12135056281E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72272167969E+005,  0.90744383740E+002,  0.75746110074E-003,  0.00000000000E+000,  0.79832665805E-005,  0.12135049663E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72272214844E+005,  0.90744285945E+002,  0.75746028160E-003,  0.00000000000E+000,  0.79832579508E-005,  0.12135036534E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72272308594E+005,  0.90744092850E+002,  0.75745866419E-003,  0.00000000000E+000,  0.79832409114E-005,  0.12135010611E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72272496094E+005,  0.90743712973E+002,  0.75745548227E-003,  0.00000000000E+000,  0.79832073899E-005,  0.12134959613E-007,  0.00000000000E+000,  0.00000000000E+000
  0.72272871094E+005,  0.90742964001E+002,  0.75744920874E-003,  0.00000000000E+000,  0.79831412981E-005,  0.12134859064E-007,  0.00000000000E+000,  0.00000000000E+000
